"Sessione";"Elezione";"Provincia";"Comune";"Sezione";"Zona";"CollCam";"CollSen";"CollPro";"Elettori";"Votanti";"Validi";"Non validi";"POPOLARI PER L'ITALIA";"+EUROPA - ITALIA IN COMUNE - P";"PARTITO COMUNISTA";"POPOLO DELLA FAMIGLIA - ALTERN";"PARTITO PIRATA";"EUROPA VERDE";"LA SINISTRA";"FORZA ITALIA";"FRATELLI D'ITALIA";"MOVIMENTO 5 STELLE";"CASAPOUND ITALIA - DESTRE UNIT";"LEGA SALVINI PREMIER";"FORZA NUOVA";"PARTITO ANIMALISTA";"PARTITO DEMOCRATICO";"AUTONOMIE PER L'EUROPA"
26/05/2019;1;"Milano";"Milano";1221;9;;;;1049;651;639;12;0;25;3;0;3;20;9;50;43;52;2;250;1;0;180;1
26/05/2019;1;"Milano";"Milano";1222;9;;;;1022;569;566;3;2;23;9;0;0;20;14;65;29;55;0;174;2;3;170;0
26/05/2019;1;"Milano";"Milano";1227;2;;;;734;374;359;15;1;18;1;3;2;13;10;46;23;27;0;114;0;1;100;0
26/05/2019;1;"Milano";"Milano";1229;2;;;;892;576;568;8;30;47;1;8;2;11;11;74;37;34;2;139;0;3;169;0
26/05/2019;1;"Milano";"Milano";1230;2;;;;819;507;503;4;0;34;1;1;0;15;16;47;30;38;4;139;1;1;176;0
26/05/2019;1;"Milano";"Milano";1232;2;;;;691;449;444;5;1;27;7;4;1;17;9;36;18;55;0;92;0;3;173;1
26/05/2019;1;"Milano";"Milano";1233;2;;;;866;560;544;16;3;30;2;2;1;17;5;53;42;33;0;142;1;0;212;1
26/05/2019;1;"Milano";"Milano";1236;2;;;;780;488;482;6;6;31;1;4;1;17;14;43;44;34;1;116;0;1;169;0
26/05/2019;1;"Milano";"Milano";1237;9;;;;822;495;487;8;2;33;4;1;0;18;18;43;28;35;0;117;1;1;183;3
26/05/2019;1;"Milano";"Milano";1241;2;;;;736;443;439;4;0;42;2;0;0;18;5;45;33;31;0;111;0;2;149;1
26/05/2019;1;"Milano";"Milano";1242;2;;;;850;545;536;9;1;42;4;1;1;22;13;59;26;43;3;138;0;3;180;0
26/05/2019;1;"Milano";"Milano";1244;2;;;;1067;720;712;8;0;35;3;2;0;22;10;76;77;48;0;192;0;2;245;0
26/05/2019;1;"Milano";"Milano";1245;2;;;;860;517;511;6;0;26;2;0;2;12;14;37;26;52;1;138;1;3;196;1
26/05/2019;1;"Milano";"Milano";1246;2;;;;750;448;436;12;1;21;4;0;3;12;12;33;22;40;1;129;3;4;150;1
26/05/2019;1;"Milano";"Milano";1247;2;;;;775;451;434;17;2;18;8;1;2;14;9;46;22;41;2;109;0;5;155;0
26/05/2019;1;"Milano";"Milano";1249;9;;;;832;519;512;7;3;23;4;3;1;24;13;35;25;57;0;137;0;1;185;1
26/05/2019;1;"Milano";"Milano";1251;9;;;;815;458;452;6;5;28;0;0;2;21;9;39;21;59;3;124;0;0;141;0
26/05/2019;1;"Milano";"Milano";1254;9;;;;948;583;573;10;4;30;0;1;2;16;8;67;32;73;2;167;0;1;170;0
26/05/2019;1;"Milano";"Milano";1255;9;;;;984;561;553;8;1;36;8;1;2;27;19;33;14;75;1;156;0;1;178;1
26/05/2019;1;"Milano";"Milano";1256;9;;;;711;399;390;9;1;20;3;2;2;10;5;34;19;48;0;133;1;1;111;0
26/05/2019;1;"Milano";"Milano";1257;9;;;;813;456;450;6;5;24;3;0;0;9;12;44;18;43;3;148;0;2;138;1
26/05/2019;1;"Milano";"Milano";1258;9;;;;605;301;293;8;0;6;1;1;1;2;6;24;8;44;1;120;0;1;78;0
26/05/2019;1;"Milano";"Milano";1259;9;;;;742;405;400;5;3;20;4;0;4;10;4;30;22;35;0;128;1;3;136;0
26/05/2019;1;"Milano";"Milano";1260;9;;;;1045;664;653;11;0;26;8;1;0;23;18;75;24;67;3;217;0;3;188;0
26/05/2019;1;"Milano";"Milano";1261;9;;;;997;575;564;11;0;31;8;0;0;19;9;44;30;72;1;171;0;2;176;1
26/05/2019;1;"Milano";"Milano";1263;9;;;;725;347;333;14;1;11;0;0;1;9;10;39;12;27;4;138;2;0;79;0
26/05/2019;1;"Milano";"Milano";1264;9;;;;820;552;541;11;1;22;11;1;3;10;27;50;24;71;2;137;0;1;180;1
26/05/2019;1;"Milano";"Milano";1265;9;;;;1082;685;673;12;0;16;3;15;1;21;23;56;33;80;4;204;0;4;213;0
26/05/2019;1;"Milano";"Milano";1267;9;;;;989;615;604;11;5;16;5;2;6;21;14;41;26;50;3;200;2;5;208;0
26/05/2019;1;"Milano";"Milano";1268;9;;;;837;546;536;10;0;30;2;2;0;16;9;51;29;66;2;147;0;1;181;0
26/05/2019;1;"Milano";"Milano";1270;9;;;;763;412;396;16;0;12;3;0;1;7;1;47;21;44;0;137;0;2;121;0
26/05/2019;1;"Milano";"Milano";1271;9;;;;1034;657;648;9;7;27;2;1;0;25;10;53;42;69;6;178;0;2;226;0
26/05/2019;1;"Milano";"Milano";1273;6;;;;564;243;233;10;0;3;1;0;1;4;5;18;10;30;1;93;0;1;65;1
26/05/2019;1;"Milano";"Milano";1274;1;;;;797;379;374;5;2;33;1;0;2;10;5;34;16;13;1;93;0;0;164;0
26/05/2019;1;"Milano";"Milano";1275;2;;;;971;542;532;10;2;21;4;1;1;19;16;52;21;63;1;128;0;1;202;0
26/05/2019;1;"Milano";"Milano";1276;3;;;;875;545;534;11;2;27;1;4;1;20;28;37;15;36;1;101;1;1;259;0
26/05/2019;1;"Milano";"Milano";1280;4;;;;991;592;587;5;3;32;5;1;3;20;16;56;40;53;0;148;0;2;208;0
26/05/2019;1;"Milano";"Milano";1283;4;;;;669;362;354;8;1;15;1;4;0;10;12;34;11;38;1;137;1;2;86;1
26/05/2019;1;"Milano";"Milano";1285;4;;;;781;463;454;9;2;25;1;2;3;8;6;68;17;46;0;133;0;1;140;2
26/05/2019;1;"Milano";"Milano";1286;4;;;;665;371;365;6;4;17;3;0;0;11;10;27;23;26;1;97;1;2;142;1
26/05/2019;1;"Milano";"Milano";1287;5;;;;809;440;435;5;0;30;6;2;1;14;10;34;20;38;0;146;1;1;132;0
26/05/2019;1;"Milano";"Milano";1291;7;;;;703;379;372;7;0;11;7;1;1;17;7;18;21;37;2;137;1;2;110;0
26/05/2019;1;"Milano";"Milano";1292;6;;;;608;271;264;7;0;4;6;0;2;4;7;25;12;34;1;109;0;1;58;1
26/05/2019;1;"Milano";"Milano";1294;8;;;;719;318;302;16;0;4;0;1;0;10;6;29;6;39;1;138;1;1;66;0
26/05/2019;1;"Milano";"Milano";1296;2;;;;789;456;450;6;2;19;0;0;2;15;12;41;18;45;1;144;0;4;147;0
26/05/2019;1;"Milano";"Milano";1297;9;;;;852;475;463;12;0;25;1;3;0;17;9;48;24;55;3;123;0;3;152;0
26/05/2019;1;"Milano";"Milano";1304;6;;;;760;444;433;11;1;36;1;0;1;15;6;41;24;24;0;104;0;2;178;0
26/05/2019;1;"Milano";"Milano";1307;8;;;;859;551;539;12;1;26;1;2;5;20;8;62;37;27;3;141;1;0;205;0
26/05/2019;1;"Milano";"Milano";1309;8;;;;1132;688;678;10;4;56;2;6;4;17;7;82;46;35;2;149;1;0;267;0
26/05/2019;1;"Milano";"Milano";1312;8;;;;872;566;548;18;1;30;4;1;1;24;7;42;35;39;0;151;1;2;210;0
26/05/2019;1;"Milano";"Milano";1314;2;;;;1109;671;659;12;9;28;2;1;2;24;11;59;28;70;0;192;1;4;228;0
26/05/2019;1;"Milano";"Milano";1315;2;;;;1014;559;546;13;3;33;4;2;1;24;25;30;26;66;2;177;0;1;150;2
26/05/2019;1;"Milano";"Milano";1316;3;;;;758;369;364;5;0;9;6;0;1;10;14;33;27;57;1;117;0;5;84;0
26/05/2019;1;"Milano";"Milano";1317;5;;;;693;484;473;11;0;21;1;3;2;12;11;21;22;46;1;140;0;3;190;0
26/05/2019;1;"Milano";"Milano";1318;3;;;;774;457;456;1;2;23;2;1;1;24;10;39;20;46;0;129;0;4;155;0
26/05/2019;1;"Milano";"Milano";1319;4;;;;892;530;525;5;1;39;3;0;2;13;10;57;43;38;0;128;0;2;189;0
26/05/2019;1;"Milano";"Milano";1320;4;;;;672;395;391;4;0;25;3;1;0;11;16;28;13;39;0;92;1;5;157;0
26/05/2019;1;"Milano";"Milano";1321;4;;;;949;557;550;7;1;27;3;0;1;14;13;46;22;63;1;144;0;2;212;1
26/05/2019;1;"Milano";"Milano";1323;4;;;;825;448;436;12;2;15;4;3;0;6;27;42;17;43;0;150;0;1;126;0
26/05/2019;1;"Milano";"Milano";1324;5;;;;960;591;581;10;1;21;3;1;1;9;17;59;30;74;3;149;1;3;209;0
26/05/2019;1;"Milano";"Milano";1326;6;;;;705;470;458;12;2;17;0;3;0;20;11;31;25;52;0;114;0;4;177;2
26/05/2019;1;"Milano";"Milano";1328;6;;;;843;463;457;6;3;8;5;1;2;17;5;32;36;53;1;147;0;0;146;1
26/05/2019;1;"Milano";"Milano";1329;7;;;;521;291;288;3;0;12;0;2;1;12;6;20;10;28;0;82;0;2;113;0
26/05/2019;1;"Milano";"Milano";1331;7;;;;790;434;426;8;3;13;2;0;1;13;12;47;19;31;1;148;0;4;132;0
26/05/2019;1;"Milano";"Milano";1332;7;;;;737;438;428;10;1;14;4;3;1;15;5;49;16;23;1;140;0;0;156;0
26/05/2019;1;"Milano";"Milano";1333;6;;;;952;582;564;18;1;20;6;2;0;17;6;60;34;34;3;162;0;8;211;0
26/05/2019;1;"Milano";"Milano";1334;8;;;;683;424;405;19;0;14;2;0;0;27;4;35;20;36;0;152;1;5;109;0
26/05/2019;1;"Milano";"Milano";1338;8;;;;649;366;358;8;1;10;2;0;2;9;7;26;12;49;0;146;0;1;93;0
26/05/2019;1;"Milano";"Milano";1339;8;;;;719;332;317;15;1;2;1;1;1;5;7;36;11;46;0;148;0;0;57;1
26/05/2019;1;"Milano";"Milano";1340;8;;;;1035;532;513;19;2;13;6;1;0;9;8;40;16;73;4;208;0;2;130;1
26/05/2019;1;"Milano";"Milano";1341;9;;;;845;507;496;11;2;14;1;0;1;20;28;31;18;65;1;143;0;3;169;0
26/05/2019;1;"Milano";"Milano";1342;9;;;;682;369;363;6;0;21;8;2;2;11;8;37;17;39;0;114;0;0;103;1
26/05/2019;1;"Milano";"Milano";1343;2;;;;788;490;485;5;2;34;2;2;0;13;8;44;14;44;2;131;0;4;184;1
26/05/2019;1;"Milano";"Milano";1345;9;;;;707;365;355;10;0;12;1;0;0;9;9;43;12;53;0;131;0;2;83;0
26/05/2019;1;"Milano";"Milano";1346;9;;;;516;291;281;10;0;10;2;0;1;12;9;31;18;29;1;100;0;2;66;0
26/05/2019;1;"Milano";"Milano";1348;3;;;;929;517;510;7;1;19;4;4;2;15;24;42;26;62;0;128;2;3;178;0
26/05/2019;1;"Milano";"Milano";1349;4;;;;611;366;361;5;1;16;7;3;0;8;5;35;18;32;0;122;1;5;108;0
26/05/2019;1;"Milano";"Milano";1350;2;;;;777;435;427;8;0;13;2;2;2;13;4;38;20;47;2;126;0;2;155;1
26/05/2019;1;"Milano";"Milano";1351;9;;;;708;298;283;15;3;10;2;0;0;5;6;33;19;25;0;113;0;1;66;0
26/05/2019;1;"Milano";"Milano";1352;1;;;;775;494;493;1;1;43;1;1;0;19;7;78;32;18;1;99;0;1;192;0
26/05/2019;1;"Milano";"Milano";1354;8;;;;832;488;478;10;0;24;4;3;0;33;11;39;19;49;3;146;1;1;145;0
26/05/2019;1;"Milano";"Milano";1357;6;;;;721;516;509;7;0;33;0;2;0;20;7;39;21;15;0;92;0;0;280;0
26/05/2019;1;"Milano";"Milano";1358;6;;;;783;464;459;5;0;34;4;1;0;23;10;37;30;20;0;106;0;3;190;1
26/05/2019;1;"Milano";"Milano";1359;7;;;;930;578;574;4;2;50;1;1;1;14;2;93;50;24;0;121;0;6;208;1
26/05/2019;1;"Milano";"Milano";1361;8;;;;1009;633;626;7;5;45;1;7;1;25;12;46;33;43;3;154;1;1;249;0
26/05/2019;1;"Milano";"Milano";1362;8;;;;808;519;509;10;3;36;3;1;1;17;8;34;31;41;2;152;0;3;177;0
26/05/2019;1;"Milano";"Milano";1366;3;;;;771;505;489;16;0;27;4;2;1;16;14;45;27;29;2;100;0;0;222;0
26/05/2019;1;"Milano";"Milano";1368;3;;;;897;611;605;6;0;33;4;2;0;16;16;59;27;27;0;109;0;0;312;0
26/05/2019;1;"Milano";"Milano";1369;2;;;;802;507;502;5;0;21;3;1;3;9;19;31;28;45;1;123;1;0;217;0
26/05/2019;1;"Milano";"Milano";1371;2;;;;1031;571;560;11;2;19;2;3;0;17;12;44;27;82;1;211;0;3;137;0
26/05/2019;1;"Milano";"Milano";1373;2;;;;771;434;424;10;0;14;3;1;2;11;3;55;27;42;2;133;2;7;121;1
26/05/2019;1;"Milano";"Milano";1374;3;;;;762;488;479;9;2;20;5;0;0;26;13;41;23;31;1;89;0;2;226;0
26/05/2019;1;"Milano";"Milano";1375;3;;;;829;508;501;7;0;36;3;1;0;17;21;45;14;26;0;153;1;3;180;1
26/05/2019;1;"Milano";"Milano";1377;4;;;;968;574;567;7;2;45;4;1;2;30;19;57;23;28;2;120;1;9;224;0
26/05/2019;1;"Milano";"Milano";1382;5;;;;682;427;422;5;3;17;1;2;0;13;9;51;18;20;0;87;0;2;199;0
26/05/2019;1;"Milano";"Milano";1383;6;;;;905;531;525;6;1;29;2;1;0;13;14;54;43;25;0;138;2;3;199;1
26/05/2019;1;"Milano";"Milano";1384;6;;;;830;490;486;4;0;30;2;4;0;23;8;47;31;44;1;128;0;2;166;0
26/05/2019;1;"Milano";"Milano";1387;7;;;;650;341;333;8;1;11;7;2;0;20;4;31;9;52;0;111;0;6;79;0
26/05/2019;1;"Milano";"Milano";1388;7;;;;586;314;308;6;2;6;1;0;0;9;5;36;14;38;2;105;0;2;88;0
26/05/2019;1;"Milano";"Milano";1391;9;;;;1102;616;609;7;2;28;2;1;1;29;21;47;32;61;2;197;0;0;186;0
26/05/2019;1;"Milano";"Milano";1392;5;;;;727;340;327;13;0;6;1;1;2;6;6;27;12;42;0;141;0;0;82;1
26/05/2019;1;"Milano";"Milano";1394;8;;;;560;303;298;5;0;14;4;0;0;19;2;12;18;39;1;103;2;3;81;0
26/05/2019;1;"Milano";"Milano";1396;2;;;;684;475;471;4;0;40;2;2;2;10;3;53;25;13;2;121;0;3;194;1
26/05/2019;1;"Milano";"Milano";1398;9;;;;550;254;245;9;1;7;4;2;0;8;4;16;3;32;0;105;0;0;62;1
26/05/2019;1;"Milano";"Milano";1399;9;;;;804;424;414;10;0;18;2;0;2;15;6;42;16;43;2;123;1;0;144;0
26/05/2019;1;"Milano";"Milano";1400;6;;;;571;315;307;8;1;6;5;0;1;6;6;27;4;36;2;113;0;2;97;1
26/05/2019;1;"Milano";"Milano";1401;6;;;;735;407;404;3;5;26;2;3;0;11;12;38;13;53;0;115;0;1;125;0
26/05/2019;1;"Milano";"Milano";1403;3;;;;764;500;494;6;2;20;2;4;2;14;11;47;17;41;1;91;0;0;241;1
26/05/2019;1;"Milano";"Milano";1404;7;;;;643;338;334;4;1;3;5;0;0;12;4;27;22;45;0;143;0;2;70;0
26/05/2019;1;"Milano";"Milano";1406;6;;;;818;416;403;13;0;7;2;0;1;14;11;32;16;81;0;140;1;3;95;0
26/05/2019;1;"Milano";"Milano";1407;5;;;;723;425;414;11;0;19;1;0;0;9;8;44;17;32;1;105;0;2;175;1
26/05/2019;1;"Milano";"Milano";1410;6;;;;721;356;347;9;0;15;3;0;0;12;12;27;11;40;0;113;1;1;111;1
26/05/2019;1;"Milano";"Milano";1411;6;;;;748;398;394;4;3;20;2;1;0;9;6;43;17;42;2;108;0;1;139;1
26/05/2019;1;"Milano";"Milano";1412;6;;;;788;448;441;7;1;25;1;3;0;20;17;25;20;53;3;125;0;4;143;1
26/05/2019;1;"Milano";"Milano";1413;7;;;;702;425;416;9;3;21;1;2;0;10;4;39;25;27;2;102;0;3;175;2
26/05/2019;1;"Milano";"Milano";1415;5;;;;921;544;535;9;0;25;4;4;1;18;9;47;26;54;1;146;0;1;198;1
26/05/2019;1;"Milano";"Milano";1417;8;;;;902;569;561;8;1;28;1;4;0;31;19;47;31;38;2;126;1;0;232;0
26/05/2019;1;"Milano";"Milano";1419;6;;;;726;405;402;3;0;15;3;2;1;8;4;39;13;46;0;151;0;1;119;0
26/05/2019;1;"Milano";"Milano";1420;4;;;;778;471;459;12;3;21;3;1;1;15;8;28;26;50;5;142;2;2;152;0
26/05/2019;1;"Milano";"Milano";1421;1;;;;673;46;44;2;0;0;0;0;0;0;0;2;1;9;2;26;0;0;4;0
26/05/2019;1;"Milano";"Milano";1423;5;;;;722;435;429;6;1;24;0;0;1;12;6;71;25;23;1;104;0;0;161;0
26/05/2019;1;"Milano";"Milano";1424;6;;;;707;412;406;6;1;29;1;0;1;23;9;34;20;38;0;72;0;1;177;0
26/05/2019;1;"Milano";"Milano";1425;6;;;;746;375;366;9;1;10;8;2;0;10;10;37;13;53;0;119;2;0;101;0
26/05/2019;1;"Milano";"Milano";1426;7;;;;941;583;577;6;2;61;1;2;0;14;4;74;34;26;1;119;0;3;236;0
26/05/2019;1;"Milano";"Milano";1428;8;;;;856;556;550;6;2;27;3;0;1;17;8;53;32;47;0;121;0;2;235;2
26/05/2019;1;"Milano";"Milano";1430;2;;;;1051;637;628;9;9;32;2;1;5;24;19;42;24;76;0;179;0;1;212;2
26/05/2019;1;"Milano";"Milano";1432;2;;;;630;309;308;1;1;8;5;1;0;10;8;16;17;35;2;116;2;0;86;1
26/05/2019;1;"Milano";"Milano";1439;5;;;;678;318;306;12;0;9;8;2;0;3;9;36;8;43;0;126;0;1;60;1
26/05/2019;1;"Milano";"Milano";1441;6;;;;637;224;216;8;0;7;2;3;1;6;5;32;5;27;0;78;1;0;49;0
26/05/2019;1;"Milano";"Milano";1442;7;;;;717;416;404;12;0;20;6;1;2;21;4;37;26;36;0;124;0;0;125;2
26/05/2019;1;"Milano";"Milano";1443;6;;;;851;506;505;1;1;31;1;1;1;22;7;49;29;29;1;125;1;2;205;0
26/05/2019;1;"Milano";"Milano";1446;7;;;;742;472;465;7;0;15;5;1;1;10;14;42;24;42;1;142;0;3;165;0
26/05/2019;1;"Milano";"Milano";1447;7;;;;724;410;402;8;1;9;6;2;0;9;17;47;5;37;0;163;1;1;104;0
26/05/2019;1;"Milano";"Milano";1448;7;;;;910;602;596;6;2;29;2;5;2;15;8;70;38;27;1;182;0;1;213;1
26/05/2019;1;"Milano";"Milano";1449;8;;;;808;490;482;8;3;22;3;1;0;31;11;47;24;37;0;111;0;3;187;2
26/05/2019;1;"Milano";"Milano";1450;8;;;;1187;654;645;9;1;24;3;2;5;22;9;37;22;78;3;202;0;11;226;0
26/05/2019;1;"Milano";"Milano";1451;8;;;;960;540;527;13;5;15;5;2;0;19;9;52;31;47;1;154;1;1;185;0
26/05/2019;1;"Milano";"Milano";1452;8;;;;831;476;469;7;0;22;4;0;2;14;5;48;25;53;1;152;1;2;140;0
26/05/2019;1;"Milano";"Milano";1453;8;;;;821;456;451;5;1;19;4;0;2;10;15;36;34;40;1;140;0;1;148;0
26/05/2019;1;"Milano";"Milano";1454;8;;;;851;419;408;11;2;9;1;1;1;16;9;42;28;39;0;128;3;4;125;0
26/05/2019;1;"Milano";"Milano";1455;9;;;;841;491;477;14;3;20;5;1;0;21;16;42;24;58;1;142;0;1;143;0
26/05/2019;1;"Milano";"Milano";1457;9;;;;867;498;491;7;0;26;4;1;2;12;18;56;18;48;0;144;2;1;159;0
26/05/2019;1;"Milano";"Milano";1458;9;;;;662;378;373;5;3;25;3;0;0;9;15;42;16;50;0;96;0;1;112;1
26/05/2019;1;"Milano";"Milano";1459;9;;;;954;544;534;10;0;18;2;2;3;24;7;36;18;73;4;185;0;2;158;2
26/05/2019;1;"Milano";"Milano";1460;9;;;;975;614;604;10;4;25;6;1;0;11;12;56;29;69;3;209;0;3;175;1
26/05/2019;1;"Milano";"Milano";1461;2;;;;806;499;493;6;2;37;6;0;2;17;8;55;24;31;0;134;0;1;175;1
26/05/2019;1;"Milano";"Milano";1463;9;;;;854;538;529;9;0;34;5;1;3;24;12;65;28;41;0;151;0;0;165;0
26/05/2019;1;"Milano";"Milano";1464;9;;;;1058;606;600;6;0;25;2;1;2;17;27;55;24;78;2;151;0;1;213;2
26/05/2019;1;"Milano";"Milano";1465;9;;;;651;287;280;7;1;10;0;0;1;6;3;34;18;27;3;124;0;0;53;0
26/05/2019;1;"Milano";"Milano";1466;4;;;;940;589;581;8;3;36;5;1;1;15;17;63;35;41;3;128;1;2;230;0
26/05/2019;1;"Milano";"Milano";1468;4;;;;716;387;378;9;0;9;2;0;3;19;4;34;18;31;5;134;0;2;117;0
26/05/2019;1;"Milano";"Milano";1470;6;;;;697;417;408;9;0;25;1;0;3;16;10;45;22;40;2;136;0;2;105;1
26/05/2019;1;"Milano";"Milano";1471;9;;;;869;570;560;10;2;28;2;1;1;19;21;59;20;51;1;159;0;2;194;0
26/05/2019;1;"Milano";"Milano";1474;9;;;;1044;711;692;19;3;23;4;3;1;22;10;60;45;75;3;204;1;2;235;1
26/05/2019;1;"Milano";"Milano";1476;8;;;;583;395;392;3;1;18;3;0;0;13;4;46;21;22;2;112;0;4;146;0
26/05/2019;1;"Milano";"Milano";1478;2;;;;859;555;551;4;1;20;5;0;1;22;8;53;35;36;0;162;0;0;208;0
26/05/2019;1;"Milano";"Milano";1479;2;;;;859;561;555;6;1;27;4;3;2;13;14;55;26;50;0;180;0;3;177;0
26/05/2019;1;"Milano";"Milano";1480;6;;;;712;369;360;9;0;10;10;0;2;7;7;31;22;60;0;118;0;5;87;1
26/05/2019;1;"Milano";"Milano";1483;9;;;;765;413;407;6;1;9;2;2;1;10;3;50;19;49;1;180;0;4;76;0
26/05/2019;1;"Milano";"Milano";1484;3;;;;871;551;544;7;2;44;2;2;1;19;4;67;34;40;1;129;0;2;197;0
26/05/2019;1;"Milano";"Milano";1486;3;;;;776;399;391;8;0;11;4;0;0;12;7;33;17;59;1;119;1;1;126;0
26/05/2019;1;"Milano";"Milano";1488;7;;;;490;161;152;9;0;2;0;1;0;2;6;9;4;30;0;83;0;0;15;0
26/05/2019;1;"Milano";"Milano";1489;6;;;;613;288;280;8;0;4;1;0;0;9;6;30;9;49;0;104;0;0;68;0
26/05/2019;1;"Milano";"Milano";1491;7;;;;715;357;345;12;0;12;5;0;0;18;6;45;13;51;0;119;0;0;76;0
26/05/2019;1;"Milano";"Milano";1492;7;;;;775;439;422;17;0;12;2;0;0;8;12;55;18;74;0;143;0;4;93;1
26/05/2019;1;"Milano";"Milano";1494;9;;;;533;206;195;11;0;4;3;1;0;2;1;22;7;38;0;79;1;4;33;0
26/05/2019;1;"Milano";"Milano";1495;9;;;;653;367;350;17;0;17;5;1;1;8;8;36;20;38;1;123;0;1;90;1
26/05/2019;1;"Milano";"Milano";1496;9;;;;799;497;487;10;3;16;1;2;0;9;3;77;21;53;2;175;0;1;123;1
26/05/2019;1;"Milano";"Milano";1499;4;;;;730;401;392;9;1;12;4;0;0;12;6;42;17;42;1;132;0;2;120;1
26/05/2019;1;"Milano";"Milano";1500;6;;;;701;342;336;6;1;7;1;0;0;7;9;39;18;30;1;121;0;0;102;0
26/05/2019;1;"Milano";"Milano";1501;6;;;;810;509;497;12;0;30;4;0;0;8;7;75;30;28;0;142;0;1;172;0
26/05/2019;1;"Milano";"Milano";1503;3;;;;843;574;569;5;4;49;2;0;3;14;5;83;38;18;0;129;1;1;222;0
26/05/2019;1;"Milano";"Milano";1504;4;;;;734;340;337;3;2;12;1;1;1;5;10;22;29;66;0;113;1;1;73;0
26/05/2019;1;"Milano";"Milano";1505;4;;;;805;505;493;12;0;23;2;1;2;15;2;53;33;35;1;151;0;4;171;0
26/05/2019;1;"Milano";"Milano";1506;9;;;;733;505;497;8;1;7;7;0;0;13;29;31;21;44;0;160;1;4;179;0
26/05/2019;1;"Milano";"Milano";1507;8;;;;735;423;415;8;2;29;1;3;2;10;13;32;13;39;0;80;2;4;185;0
26/05/2019;1;"Milano";"Milano";1508;1;;;;960;622;612;10;5;55;2;5;1;10;9;95;40;23;1;104;0;0;260;2
26/05/2019;1;"Milano";"Milano";1512;7;;;;1028;542;522;20;0;22;7;1;1;14;18;51;37;62;1;165;0;3;140;0
26/05/2019;1;"Milano";"Milano";1514;9;;;;766;418;407;11;4;12;2;1;0;9;8;49;17;24;1;170;1;2;107;0
26/05/2019;1;"Milano";"Milano";1515;9;;;;894;470;454;16;2;5;2;1;0;9;9;40;18;72;0;147;0;1;146;2
26/05/2019;1;"Milano";"Milano";1516;5;;;;888;524;519;5;6;23;3;0;1;12;12;60;34;52;1;144;0;0;169;2
26/05/2019;1;"Milano";"Milano";1517;5;;;;1023;577;570;7;6;26;0;2;1;21;17;62;24;30;3;181;0;2;195;0
26/05/2019;1;"Milano";"Milano";1520;7;;;;737;447;433;14;1;20;7;1;2;16;7;38;18;33;0;121;0;1;168;0
26/05/2019;1;"Milano";"Milano";1521;9;;;;596;287;281;6;0;24;0;2;0;11;2;21;7;29;0;57;0;2;126;0
26/05/2019;1;"Milano";"Milano";1523;7;;;;876;540;524;16;3;32;2;1;1;19;7;36;42;73;1;150;0;1;156;0
26/05/2019;1;"Milano";"Milano";1525;9;;;;899;591;583;8;2;32;1;1;0;20;13;65;30;38;1;150;0;2;228;0
26/05/2019;1;"Milano";"Milano";1526;7;;;;566;200;196;4;0;3;1;0;0;5;6;24;3;25;2;88;0;3;36;0
26/05/2019;1;"Milano";"Milano";1528;9;;;;701;325;320;5;0;2;0;2;0;3;5;34;12;54;0;120;1;2;85;0
26/05/2019;1;"Milano";"Milano";1529;4;;;;986;670;661;9;3;23;5;2;1;20;11;82;37;69;0;182;0;7;216;3
26/05/2019;1;"Milano";"Milano";1530;3;;;;678;421;415;6;1;26;3;0;3;6;10;48;19;51;0;122;0;2;123;1
26/05/2019;1;"Milano";"Milano";1531;6;;;;700;368;357;11;0;15;2;0;0;2;6;38;12;46;1;135;0;1;99;0
26/05/2019;1;"Milano";"Milano";1532;6;;;;2;57;52;5;0;0;0;0;0;1;1;7;1;7;0;19;1;0;15;0
26/05/2019;1;"Milano";"Milano";1534;9;;;;12;85;82;3;0;0;0;1;0;1;1;8;4;8;0;34;0;0;25;0
26/05/2019;1;"Milano";"Milano";1535;9;;;;0;56;55;1;0;0;1;0;0;1;3;4;6;3;0;19;0;0;18;0
26/05/2019;1;"Milano";"Milano";1536;9;;;;0;74;72;2;0;0;0;0;0;0;1;9;2;7;0;21;0;1;31;0
26/05/2019;1;"Milano";"Milano";1538;3;;;;0;91;91;0;1;0;0;0;0;0;1;9;8;10;0;33;0;0;29;0
26/05/2019;1;"Milano";"Milano";1539;3;;;;4;49;48;1;0;1;0;0;0;0;0;6;3;6;0;14;0;0;18;0
26/05/2019;1;"Milano";"Milano";1540;1;;;;0;34;33;1;0;1;0;0;0;0;0;3;4;1;0;13;0;0;11;0
26/05/2019;1;"Milano";"Milano";1541;1;;;;8;81;80;1;1;1;1;1;0;1;3;9;2;8;0;26;0;1;26;0
26/05/2019;1;"Milano";"Milano";1544;1;;;;0;55;54;1;0;2;0;0;0;0;3;7;3;5;0;17;0;0;17;0
26/05/2019;1;"Milano";"Milano";1547;6;;;;0;74;73;1;0;3;0;0;0;1;2;18;2;4;1;21;0;1;20;0
26/05/2019;1;"Milano";"Milano";1550;8;;;;254;29;28;1;0;0;1;0;0;0;0;3;0;3;0;8;0;0;13;0
26/05/2019;1;"Milano";"Milano";1552;6;;;;878;497;489;8;5;15;3;1;1;9;10;36;21;46;0;148;0;1;191;2
