"Sessione";"Elezione";"Provincia";"Comune";"Sezione";"Zona";"CollCam";"CollSen";"CollPro";"Elettori";"Votanti";"Validi";"Non validi";"POPOLARI PER L'ITALIA";"+EUROPA - ITALIA IN COMUNE - P";"PARTITO COMUNISTA";"POPOLO DELLA FAMIGLIA - ALTERN";"PARTITO PIRATA";"EUROPA VERDE";"LA SINISTRA";"FORZA ITALIA";"FRATELLI D'ITALIA";"MOVIMENTO 5 STELLE";"CASAPOUND ITALIA - DESTRE UNIT";"LEGA SALVINI PREMIER";"FORZA NUOVA";"PARTITO ANIMALISTA";"PARTITO DEMOCRATICO";"AUTONOMIE PER L'EUROPA"
26/05/2019;1;"Milano";"Milano";600;7;;;;747;422;414;8;1;7;3;3;0;8;4;41;29;47;1;137;1;1;131;0
26/05/2019;1;"Milano";"Milano";601;3;;;;938;528;521;7;0;40;3;0;0;19;11;61;30;28;0;111;0;3;215;0
26/05/2019;1;"Milano";"Milano";603;3;;;;1036;622;613;9;0;44;0;1;2;19;11;59;26;13;0;127;1;2;307;1
26/05/2019;1;"Milano";"Milano";604;3;;;;896;560;557;3;2;31;3;1;0;17;12;49;34;32;0;113;0;2;260;1
26/05/2019;1;"Milano";"Milano";608;2;;;;971;601;595;6;2;38;1;2;1;20;12;80;35;52;4;137;1;2;208;0
26/05/2019;1;"Milano";"Milano";610;3;;;;754;461;457;4;5;34;2;2;6;17;12;51;22;24;0;99;0;0;181;2
26/05/2019;1;"Milano";"Milano";613;3;;;;858;527;518;9;0;33;3;0;0;24;7;69;18;19;1;127;0;0;217;0
26/05/2019;1;"Milano";"Milano";614;3;;;;825;512;507;5;3;28;1;1;2;15;14;52;33;25;1;117;0;1;214;0
26/05/2019;1;"Milano";"Milano";615;2;;;;862;523;518;5;2;15;3;0;1;16;7;47;32;55;2;199;0;5;134;0
26/05/2019;1;"Milano";"Milano";616;3;;;;957;551;547;4;1;36;0;4;1;18;5;50;26;36;0;121;1;4;243;1
26/05/2019;1;"Milano";"Milano";617;2;;;;1129;729;716;13;1;38;8;4;7;26;21;51;48;68;2;192;1;4;243;2
26/05/2019;1;"Milano";"Milano";621;3;;;;935;578;572;6;3;36;0;0;0;18;7;72;37;27;0;129;1;3;239;0
26/05/2019;1;"Milano";"Milano";622;6;;;;664;305;299;6;0;5;0;1;1;6;12;21;11;34;0;138;2;5;63;0
26/05/2019;1;"Milano";"Milano";624;3;;;;897;547;545;2;0;43;0;0;3;20;5;83;21;37;0;117;1;2;213;0
26/05/2019;1;"Milano";"Milano";625;3;;;;952;688;677;11;0;49;4;2;0;15;6;81;31;21;0;123;2;1;342;0
26/05/2019;1;"Milano";"Milano";627;7;;;;953;524;514;10;4;18;2;1;1;15;5;46;27;57;0;179;0;5;154;0
26/05/2019;1;"Milano";"Milano";631;3;;;;1010;648;643;5;2;48;6;2;2;20;9;53;39;51;1;161;0;2;247;0
26/05/2019;1;"Milano";"Milano";633;5;;;;847;509;496;13;1;24;8;3;2;20;14;37;23;49;0;143;1;4;167;0
26/05/2019;1;"Milano";"Milano";634;3;;;;948;572;562;10;0;33;4;2;1;24;15;47;14;45;0;124;0;4;249;0
26/05/2019;1;"Milano";"Milano";635;5;;;;758;519;513;6;0;11;4;1;0;6;11;47;24;52;2;159;1;3;192;0
26/05/2019;1;"Milano";"Milano";636;3;;;;856;531;524;7;3;35;1;3;1;22;8;55;35;21;1;117;0;3;219;0
26/05/2019;1;"Milano";"Milano";638;3;;;;746;476;468;8;0;26;3;0;2;16;10;23;30;27;0;91;0;2;238;0
26/05/2019;1;"Milano";"Milano";641;3;;;;824;549;545;4;4;39;3;1;2;18;6;53;29;24;0;103;0;2;261;0
26/05/2019;1;"Milano";"Milano";642;3;;;;956;615;607;8;2;39;1;0;1;15;11;50;35;35;1;136;0;1;273;7
26/05/2019;1;"Milano";"Milano";644;6;;;;731;338;331;7;1;9;6;1;0;6;10;23;13;46;2;124;0;3;87;0
26/05/2019;1;"Milano";"Milano";646;9;;;;1040;585;573;12;2;29;3;2;3;17;9;48;24;82;2;149;1;3;199;0
26/05/2019;1;"Milano";"Milano";648;6;;;;723;433;430;3;4;18;0;3;2;9;3;61;27;15;1;115;0;2;168;2
26/05/2019;1;"Milano";"Milano";649;3;;;;887;622;615;7;3;40;1;1;1;18;11;73;35;27;1;112;0;3;288;1
26/05/2019;1;"Milano";"Milano";651;3;;;;701;437;426;11;0;26;2;0;2;14;16;33;18;32;1;94;0;1;187;0
26/05/2019;1;"Milano";"Milano";652;3;;;;951;621;610;11;0;33;3;1;2;29;11;69;39;35;0;138;0;0;250;0
26/05/2019;1;"Milano";"Milano";655;3;;;;878;579;579;0;1;34;2;1;2;16;18;68;31;23;0;108;0;0;275;0
26/05/2019;1;"Milano";"Milano";657;9;;;;774;474;465;9;1;13;2;1;0;6;5;28;23;61;1;153;0;3;168;0
26/05/2019;1;"Milano";"Milano";659;3;;;;839;519;515;4;0;38;1;1;0;15;5;68;27;34;0;88;2;3;233;0
26/05/2019;1;"Milano";"Milano";662;3;;;;946;659;658;1;2;39;3;0;2;26;6;95;35;25;1;132;0;2;290;0
26/05/2019;1;"Milano";"Milano";663;3;;;;862;545;537;8;1;37;2;0;0;20;17;45;34;44;1;109;0;1;226;0
26/05/2019;1;"Milano";"Milano";665;3;;;;834;537;532;5;2;39;2;2;2;16;6;63;36;23;0;90;0;1;249;1
26/05/2019;1;"Milano";"Milano";666;4;;;;284;136;136;0;0;10;0;1;1;5;3;14;4;4;0;25;0;0;69;0
26/05/2019;1;"Milano";"Milano";667;7;;;;895;581;566;15;3;15;0;3;3;16;6;72;38;57;1;158;0;1;193;0
26/05/2019;1;"Milano";"Milano";668;3;;;;945;593;582;11;0;47;2;2;2;13;12;65;26;31;1;119;2;2;258;0
26/05/2019;1;"Milano";"Milano";669;3;;;;1050;675;667;8;1;43;4;2;4;18;15;80;40;33;0;149;0;4;274;0
26/05/2019;1;"Milano";"Milano";671;3;;;;889;612;608;4;1;35;2;1;2;17;26;69;40;24;0;110;0;4;277;0
26/05/2019;1;"Milano";"Milano";673;3;;;;923;627;617;10;2;33;1;1;6;22;20;50;36;43;0;105;0;2;296;0
26/05/2019;1;"Milano";"Milano";674;3;;;;908;571;562;9;1;33;1;2;1;19;13;57;29;20;1;121;0;4;260;0
26/05/2019;1;"Milano";"Milano";675;3;;;;769;491;487;4;1;29;2;0;1;24;15;49;16;35;1;84;0;0;230;0
26/05/2019;1;"Milano";"Milano";676;3;;;;814;514;507;7;2;34;1;0;1;15;5;71;20;24;1;102;0;1;229;1
26/05/2019;1;"Milano";"Milano";678;3;;;;748;525;520;5;6;18;1;3;4;19;9;71;26;16;2;94;1;0;250;0
26/05/2019;1;"Milano";"Milano";679;6;;;;865;597;594;3;5;25;3;1;0;28;10;55;43;48;3;156;0;4;213;0
26/05/2019;1;"Milano";"Milano";680;3;;;;920;595;584;11;0;38;3;0;0;17;13;52;31;30;1;128;0;4;267;0
26/05/2019;1;"Milano";"Milano";684;3;;;;852;533;525;8;0;31;0;0;2;21;13;70;23;25;0;123;2;1;214;0
26/05/2019;1;"Milano";"Milano";686;2;;;;643;390;389;1;1;17;1;1;2;16;3;47;29;15;1;97;0;0;159;0
26/05/2019;1;"Milano";"Milano";687;2;;;;844;515;513;2;1;27;5;0;1;19;11;53;22;27;1;136;0;1;209;0
26/05/2019;1;"Milano";"Milano";690;2;;;;756;499;491;8;4;49;0;2;1;13;9;65;39;18;0;123;0;3;165;0
26/05/2019;1;"Milano";"Milano";692;3;;;;950;613;599;14;2;41;3;1;0;13;14;65;45;46;1;132;0;0;236;0
26/05/2019;1;"Milano";"Milano";693;2;;;;855;469;460;9;1;24;1;0;1;20;12;44;22;36;0;113;1;1;184;0
26/05/2019;1;"Milano";"Milano";696;2;;;;682;373;370;3;1;21;3;0;2;18;14;35;15;29;0;108;0;0;123;1
26/05/2019;1;"Milano";"Milano";698;2;;;;847;537;531;6;1;18;5;0;1;14;15;44;23;31;0;134;0;2;243;0
26/05/2019;1;"Milano";"Milano";699;7;;;;833;479;470;9;5;11;2;0;1;18;8;33;30;51;1;146;0;1;161;2
26/05/2019;1;"Milano";"Milano";700;2;;;;942;525;514;11;1;26;1;0;1;22;11;51;23;32;0;141;0;1;204;0
26/05/2019;1;"Milano";"Milano";701;4;;;;880;572;567;5;2;27;0;1;1;13;7;73;30;37;0;153;0;3;219;1
26/05/2019;1;"Milano";"Milano";702;2;;;;750;429;418;11;0;16;4;0;2;15;11;34;26;26;0;137;0;4;143;0
26/05/2019;1;"Milano";"Milano";703;2;;;;809;491;489;2;1;36;1;1;1;29;10;38;27;38;0;108;2;0;197;0
26/05/2019;1;"Milano";"Milano";704;2;;;;768;470;462;8;2;30;1;2;1;15;16;34;25;34;0;133;1;3;165;0
26/05/2019;1;"Milano";"Milano";705;2;;;;877;481;468;13;0;27;3;0;0;13;17;29;21;49;0;127;0;2;178;2
26/05/2019;1;"Milano";"Milano";706;2;;;;652;361;357;4;0;20;0;0;2;5;9;32;15;42;0;106;0;0;126;0
26/05/2019;1;"Milano";"Milano";707;2;;;;786;457;453;4;0;25;3;1;0;19;16;30;26;46;0;130;0;3;154;0
26/05/2019;1;"Milano";"Milano";709;3;;;;879;535;529;6;3;45;4;0;1;11;14;46;31;34;0;106;0;3;231;0
26/05/2019;1;"Milano";"Milano";711;9;;;;1133;610;600;10;1;29;6;2;3;17;13;46;36;67;2;145;0;3;229;1
26/05/2019;1;"Milano";"Milano";712;3;;;;979;593;581;12;0;38;0;1;0;28;3;64;47;38;0;124;2;2;234;0
26/05/2019;1;"Milano";"Milano";713;3;;;;818;523;517;6;3;39;1;1;1;26;11;36;24;26;0;111;1;5;232;0
26/05/2019;1;"Milano";"Milano";715;3;;;;690;385;377;8;2;17;1;0;2;11;14;33;14;19;1;81;0;3;178;1
26/05/2019;1;"Milano";"Milano";716;5;;;;801;472;463;9;2;16;3;2;0;19;11;35;17;55;0;163;0;5;135;0
26/05/2019;1;"Milano";"Milano";717;7;;;;651;360;349;11;1;12;1;1;3;5;4;39;15;60;0;94;1;0;113;0
26/05/2019;1;"Milano";"Milano";718;2;;;;753;409;404;5;0;21;6;0;2;21;34;28;19;37;0;110;0;2;123;1
26/05/2019;1;"Milano";"Milano";719;2;;;;708;408;396;12;0;24;1;0;2;21;19;29;21;42;1;80;0;2;154;0
26/05/2019;1;"Milano";"Milano";721;3;;;;771;464;455;9;2;28;1;1;2;14;7;53;28;33;1;98;0;1;186;0
26/05/2019;1;"Milano";"Milano";724;3;;;;569;350;347;3;1;17;2;3;0;10;13;30;10;23;0;62;0;2;174;0
26/05/2019;1;"Milano";"Milano";725;3;;;;718;427;425;2;0;15;3;0;0;16;13;33;24;29;0;105;1;1;184;1
26/05/2019;1;"Milano";"Milano";726;7;;;;817;490;482;8;0;13;5;2;0;8;10;54;20;66;0;160;0;4;139;1
26/05/2019;1;"Milano";"Milano";727;3;;;;796;510;506;4;3;28;5;0;0;18;15;64;24;23;1;96;0;2;226;1
26/05/2019;1;"Milano";"Milano";728;3;;;;812;536;531;5;1;36;2;0;1;20;4;62;27;18;1;113;2;3;241;0
26/05/2019;1;"Milano";"Milano";729;3;;;;746;433;427;6;4;16;2;0;0;14;16;40;15;45;1;130;1;4;138;1
26/05/2019;1;"Milano";"Milano";731;3;;;;818;505;497;8;0;35;1;1;1;20;16;38;34;29;0;104;1;2;214;1
26/05/2019;1;"Milano";"Milano";734;3;;;;865;510;508;2;2;31;1;1;2;25;6;60;39;33;1;91;0;2;213;1
26/05/2019;1;"Milano";"Milano";736;3;;;;894;570;561;9;3;28;1;0;3;18;9;43;32;52;0;150;0;0;222;0
26/05/2019;1;"Milano";"Milano";738;7;;;;667;349;344;5;1;13;3;1;2;11;7;48;11;38;0;111;0;1;96;1
26/05/2019;1;"Milano";"Milano";739;3;;;;686;403;397;6;2;32;2;0;1;15;14;25;10;19;0;65;1;3;208;0
26/05/2019;1;"Milano";"Milano";740;3;;;;885;589;584;5;4;38;2;1;1;19;11;63;45;33;1;118;0;1;246;1
26/05/2019;1;"Milano";"Milano";741;3;;;;757;456;448;8;1;21;3;3;0;15;20;41;25;39;0;106;0;2;172;0
26/05/2019;1;"Milano";"Milano";743;2;;;;861;472;466;6;6;26;5;4;1;17;23;30;10;52;1;148;0;2;141;0
26/05/2019;1;"Milano";"Milano";746;3;;;;850;475;469;6;2;27;5;0;1;19;22;28;11;51;2;123;2;4;172;0
26/05/2019;1;"Milano";"Milano";747;2;;;;1022;641;632;9;7;17;3;2;2;17;17;45;22;63;1;229;0;5;202;0
26/05/2019;1;"Milano";"Milano";748;2;;;;727;396;393;3;0;27;4;1;1;15;18;30;15;39;0;108;1;2;132;0
26/05/2019;1;"Milano";"Milano";749;2;;;;785;380;375;5;0;30;1;0;0;19;18;30;11;39;1;82;1;0;141;2
26/05/2019;1;"Milano";"Milano";751;2;;;;780;412;406;6;2;13;3;0;1;12;22;32;21;43;1;114;3;0;139;0
26/05/2019;1;"Milano";"Milano";752;2;;;;821;491;484;7;2;28;5;1;4;11;20;33;21;22;0;119;1;1;215;1
26/05/2019;1;"Milano";"Milano";753;2;;;;790;454;451;3;0;21;2;0;0;15;13;30;23;38;1;137;1;1;169;0
26/05/2019;1;"Milano";"Milano";755;7;;;;926;546;536;10;2;26;8;0;0;11;14;40;39;64;3;150;0;2;177;0
26/05/2019;1;"Milano";"Milano";756;2;;;;706;412;404;8;0;21;4;1;1;19;16;21;12;37;1;129;0;1;140;1
26/05/2019;1;"Milano";"Milano";760;2;;;;959;573;565;8;1;34;6;0;2;18;29;42;30;60;1;144;0;1;197;0
26/05/2019;1;"Milano";"Milano";762;2;;;;770;403;395;8;0;37;6;1;1;20;13;18;21;34;0;103;0;2;139;0
26/05/2019;1;"Milano";"Milano";765;2;;;;667;336;330;6;0;18;3;1;0;21;13;24;10;28;0;98;0;1;113;0
26/05/2019;1;"Milano";"Milano";766;7;;;;914;504;485;19;0;19;3;2;0;7;6;50;27;84;4;166;0;3;113;1
26/05/2019;1;"Milano";"Milano";767;3;;;;854;457;447;10;0;32;4;0;0;11;9;30;27;67;0;139;0;0;128;0
26/05/2019;1;"Milano";"Milano";770;3;;;;775;433;428;5;3;11;1;1;2;18;18;24;19;35;2;108;0;5;181;0
26/05/2019;1;"Milano";"Milano";771;3;;;;668;367;360;7;0;18;3;2;2;15;4;32;16;25;3;98;0;1;141;0
26/05/2019;1;"Milano";"Milano";772;3;;;;777;468;463;5;1;33;3;1;0;19;7;25;20;35;1;96;0;2;219;1
26/05/2019;1;"Milano";"Milano";775;2;;;;841;499;490;9;2;21;5;4;0;21;13;52;38;42;4;144;0;1;142;1
26/05/2019;1;"Milano";"Milano";776;2;;;;970;585;581;4;0;26;6;0;2;17;12;52;33;50;1;194;0;2;185;1
26/05/2019;1;"Milano";"Milano";778;2;;;;819;475;467;8;1;28;4;0;2;16;23;43;14;49;0;116;0;3;168;0
26/05/2019;1;"Milano";"Milano";780;2;;;;985;568;563;5;2;25;2;3;3;12;19;43;36;44;3;157;1;2;210;1
26/05/2019;1;"Milano";"Milano";781;2;;;;1084;617;604;13;1;26;6;3;2;16;23;49;39;67;1;202;0;3;166;0
26/05/2019;1;"Milano";"Milano";783;2;;;;685;432;426;6;0;13;0;1;0;7;9;39;21;61;1;124;0;0;149;1
26/05/2019;1;"Milano";"Milano";784;2;;;;829;441;439;2;3;24;2;3;1;17;8;31;17;49;1;107;0;0;176;0
26/05/2019;1;"Milano";"Milano";785;2;;;;1044;568;562;6;1;27;6;1;2;25;11;51;28;60;2;198;3;3;143;1
26/05/2019;1;"Milano";"Milano";786;2;;;;856;537;528;9;5;11;2;0;2;13;17;35;30;57;1;147;0;3;204;1
26/05/2019;1;"Milano";"Milano";788;2;;;;899;457;448;9;3;12;4;1;4;16;15;28;18;71;1;149;1;6;118;1
26/05/2019;1;"Milano";"Milano";789;2;;;;928;567;552;15;1;25;4;1;3;17;14;71;22;51;0;179;0;5;157;2
26/05/2019;1;"Milano";"Milano";790;2;;;;1009;578;569;9;2;36;4;4;1;14;11;48;52;54;2;142;0;2;197;0
26/05/2019;1;"Milano";"Milano";791;2;;;;945;544;536;8;4;19;2;7;3;14;6;32;21;57;0;211;0;3;157;0
26/05/2019;1;"Milano";"Milano";792;2;;;;1162;692;684;8;0;30;6;1;5;26;9;53;34;83;1;249;0;5;182;0
26/05/2019;1;"Milano";"Milano";793;2;;;;1127;608;592;16;2;17;5;0;0;15;19;45;27;72;1;216;1;2;170;0
26/05/2019;1;"Milano";"Milano";794;2;;;;1215;647;638;9;3;16;3;4;2;14;3;49;39;51;1;296;2;6;149;0
26/05/2019;1;"Milano";"Milano";796;2;;;;780;398;391;7;2;12;2;2;0;13;9;25;26;40;1;150;0;3;105;1
26/05/2019;1;"Milano";"Milano";797;2;;;;677;339;330;9;1;10;3;0;0;14;23;29;11;41;0;115;3;0;80;0
26/05/2019;1;"Milano";"Milano";799;2;;;;989;630;623;7;16;21;1;3;2;16;6;75;30;48;3;232;1;3;165;1
26/05/2019;1;"Milano";"Milano";800;2;;;;885;511;499;12;3;19;13;1;1;13;14;57;27;49;0;155;1;2;143;1
26/05/2019;1;"Milano";"Milano";801;2;;;;762;352;344;8;0;13;4;0;0;16;12;24;14;44;0;125;1;2;89;0
26/05/2019;1;"Milano";"Milano";802;2;;;;722;376;367;9;1;13;4;1;1;6;11;27;24;47;0;142;1;3;86;0
26/05/2019;1;"Milano";"Milano";803;2;;;;817;445;437;8;3;21;6;3;0;15;12;41;14;63;1;157;1;2;96;2
26/05/2019;1;"Milano";"Milano";805;2;;;;871;488;479;9;0;8;6;0;1;14;16;49;18;59;0;169;0;3;135;1
26/05/2019;1;"Milano";"Milano";806;2;;;;733;371;366;5;0;13;2;0;1;9;10;38;22;35;2;127;2;2;103;0
26/05/2019;1;"Milano";"Milano";807;2;;;;797;452;440;12;2;11;3;2;2;20;14;36;23;36;3;142;2;3;140;1
26/05/2019;1;"Milano";"Milano";808;2;;;;872;524;511;13;1;23;8;1;1;12;23;36;14;53;1;152;1;1;182;2
26/05/2019;1;"Milano";"Milano";812;5;;;;886;494;485;9;2;15;9;0;2;10;21;47;21;71;0;124;2;0;159;2
26/05/2019;1;"Milano";"Milano";813;3;;;;886;563;560;3;1;34;6;1;0;13;17;45;34;36;1;101;0;2;268;1
26/05/2019;1;"Milano";"Milano";816;3;;;;822;578;577;1;1;25;0;2;1;16;10;62;29;37;1;142;0;1;250;0
26/05/2019;1;"Milano";"Milano";817;3;;;;905;596;586;10;3;34;2;2;1;21;12;56;28;37;0;117;0;0;272;1
26/05/2019;1;"Milano";"Milano";818;3;;;;898;547;543;4;2;30;0;2;0;26;13;54;22;44;1;123;0;3;223;0
26/05/2019;1;"Milano";"Milano";820;3;;;;800;555;551;4;3;13;2;4;0;31;8;97;35;56;3;119;1;2;176;1
26/05/2019;1;"Milano";"Milano";821;3;;;;827;520;516;4;1;22;2;0;3;30;13;66;27;38;4;119;0;2;189;0
26/05/2019;1;"Milano";"Milano";822;3;;;;1076;643;637;6;0;38;3;3;0;28;31;46;30;59;1;116;0;3;279;0
26/05/2019;1;"Milano";"Milano";823;3;;;;975;586;574;12;6;26;4;1;1;18;19;45;27;65;0;139;0;3;217;3
26/05/2019;1;"Milano";"Milano";824;3;;;;1045;641;633;8;0;39;3;2;0;17;15;74;31;56;1;136;0;1;258;0
26/05/2019;1;"Milano";"Milano";825;3;;;;651;450;441;9;4;28;2;4;1;11;10;43;29;22;0;85;0;0;200;2
26/05/2019;1;"Milano";"Milano";827;3;;;;632;315;302;13;0;10;2;1;0;13;8;28;15;46;0;106;0;5;68;0
26/05/2019;1;"Milano";"Milano";828;3;;;;770;496;489;7;1;40;1;0;0;11;8;33;23;35;2;118;0;0;214;3
26/05/2019;1;"Milano";"Milano";832;3;;;;753;497;491;6;1;29;0;0;0;26;9;68;24;22;3;79;0;2;228;0
26/05/2019;1;"Milano";"Milano";834;3;;;;823;509;495;14;0;23;5;2;2;14;14;61;30;42;2;169;0;8;123;0
26/05/2019;1;"Milano";"Milano";835;3;;;;907;458;445;13;2;19;6;1;1;10;17;33;24;63;0;136;0;2;131;0
26/05/2019;1;"Milano";"Milano";836;5;;;;999;495;484;11;1;23;4;2;1;9;9;33;15;74;2;158;2;5;146;0
26/05/2019;1;"Milano";"Milano";837;3;;;;1163;614;604;10;1;31;7;1;5;29;22;40;23;75;2;163;1;3;201;0
26/05/2019;1;"Milano";"Milano";838;3;;;;838;479;474;5;2;34;3;0;1;26;19;27;18;41;1;101;0;3;197;1
26/05/2019;1;"Milano";"Milano";839;3;;;;746;475;466;9;0;34;2;3;1;13;14;46;21;42;1;131;3;2;153;0
26/05/2019;1;"Milano";"Milano";840;3;;;;742;401;392;9;0;17;2;2;1;14;9;48;23;35;2;115;0;0;124;0
26/05/2019;1;"Milano";"Milano";841;3;;;;751;465;461;4;1;27;2;0;3;17;13;47;18;41;1;81;0;1;209;0
26/05/2019;1;"Milano";"Milano";844;3;;;;669;286;275;11;0;9;4;1;1;15;10;25;7;49;0;83;0;0;71;0
26/05/2019;1;"Milano";"Milano";847;3;;;;715;443;439;4;0;25;3;0;0;17;12;42;14;48;0;89;0;1;188;0
26/05/2019;1;"Milano";"Milano";848;3;;;;624;358;351;7;1;25;2;0;2;15;7;24;10;36;0;74;2;1;152;0
26/05/2019;1;"Milano";"Milano";852;5;;;;701;343;331;12;2;5;4;0;2;6;5;22;15;44;0;123;1;2;100;0
26/05/2019;1;"Milano";"Milano";853;3;;;;905;558;554;4;0;34;2;1;3;22;15;41;21;36;0;135;1;4;239;0
26/05/2019;1;"Milano";"Milano";855;3;;;;838;475;467;8;2;20;1;0;2;18;17;33;17;47;0;113;1;0;195;1
26/05/2019;1;"Milano";"Milano";856;4;;;;719;450;446;4;2;32;3;1;1;8;20;50;16;30;2;103;1;1;176;0
26/05/2019;1;"Milano";"Milano";857;3;;;;877;563;551;12;4;39;2;1;2;9;6;46;33;29;1;132;2;1;244;0
26/05/2019;1;"Milano";"Milano";859;4;;;;992;588;584;4;0;41;3;1;2;21;16;43;26;42;1;133;3;4;248;0
26/05/2019;1;"Milano";"Milano";861;4;;;;743;471;466;5;0;37;4;1;0;15;11;44;38;19;0;125;2;0;170;0
26/05/2019;1;"Milano";"Milano";862;4;;;;734;484;480;4;4;32;3;0;0;17;12;47;22;26;0;89;1;0;227;0
26/05/2019;1;"Milano";"Milano";863;4;;;;777;514;509;5;1;30;3;0;1;20;12;23;27;19;1;109;0;4;258;1
26/05/2019;1;"Milano";"Milano";865;4;;;;686;420;416;4;2;16;3;1;1;21;11;25;19;35;1;103;0;0;177;1
26/05/2019;1;"Milano";"Milano";866;5;;;;684;284;276;8;0;3;3;1;0;5;11;43;9;39;1;103;0;1;57;0
26/05/2019;1;"Milano";"Milano";868;4;;;;819;505;500;5;3;17;2;3;2;16;21;51;37;33;0;122;1;0;192;0
26/05/2019;1;"Milano";"Milano";869;4;;;;752;493;488;5;2;21;4;0;4;21;6;66;26;50;0;92;0;5;191;0
26/05/2019;1;"Milano";"Milano";871;4;;;;915;610;606;4;2;45;3;1;1;25;16;73;34;52;6;112;1;2;233;0
26/05/2019;1;"Milano";"Milano";874;4;;;;1107;723;718;5;4;51;4;0;1;16;12;97;44;26;1;168;0;3;289;2
26/05/2019;1;"Milano";"Milano";875;4;;;;902;565;555;10;5;35;2;1;0;29;15;44;29;45;2;133;0;4;210;1
26/05/2019;1;"Milano";"Milano";877;4;;;;863;502;495;7;2;21;4;1;1;8;9;53;31;47;0;129;0;2;185;2
26/05/2019;1;"Milano";"Milano";878;4;;;;781;474;469;5;1;22;2;2;1;13;10;34;27;54;0;157;0;0;146;0
26/05/2019;1;"Milano";"Milano";879;4;;;;668;400;397;3;2;25;4;0;3;9;9;55;13;19;1;129;0;4;124;0
26/05/2019;1;"Milano";"Milano";881;8;;;;896;583;573;10;2;16;2;0;1;11;4;77;36;42;0;183;0;2;197;0
26/05/2019;1;"Milano";"Milano";883;4;;;;1026;580;571;9;0;32;2;1;0;11;10;58;26;42;0;144;1;1;243;0
26/05/2019;1;"Milano";"Milano";884;4;;;;744;440;431;9;0;30;3;0;2;13;14;35;18;39;0;116;0;4;157;0
26/05/2019;1;"Milano";"Milano";886;4;;;;834;496;485;11;0;29;2;2;1;12;14;47;21;36;3;125;0;2;191;0
26/05/2019;1;"Milano";"Milano";889;4;;;;757;460;456;4;2;18;2;0;2;11;11;56;37;25;0;140;0;2;150;0
26/05/2019;1;"Milano";"Milano";890;4;;;;728;386;374;12;0;20;1;0;0;9;8;34;15;39;2;110;0;3;133;0
26/05/2019;1;"Milano";"Milano";891;4;;;;800;369;364;5;2;19;2;0;1;11;10;44;16;33;0;122;1;2;101;0
26/05/2019;1;"Milano";"Milano";895;4;;;;817;457;454;3;0;24;1;0;1;12;22;34;23;51;1;122;0;0;163;0
26/05/2019;1;"Milano";"Milano";898;4;;;;641;284;275;9;0;8;2;2;2;4;15;27;20;37;2;98;1;0;57;0
26/05/2019;1;"Milano";"Milano";899;4;;;;819;412;401;11;0;18;1;1;0;12;6;26;31;44;0;126;1;5;129;1
26/05/2019;1;"Milano";"Milano";900;5;;;;852;555;547;8;3;25;3;0;1;12;9;76;40;27;0;177;0;2;172;0
26/05/2019;1;"Milano";"Milano";901;4;;;;486;206;201;5;0;5;2;0;0;1;4;16;9;31;0;81;0;1;51;0
26/05/2019;1;"Milano";"Milano";902;4;;;;723;355;351;4;0;17;4;0;0;12;14;33;17;35;2;100;2;3;112;0
26/05/2019;1;"Milano";"Milano";903;4;;;;705;323;317;6;5;8;1;1;2;6;4;30;15;42;2;121;1;1;78;0
26/05/2019;1;"Milano";"Milano";904;4;;;;722;351;341;10;0;13;3;0;0;6;11;28;14;28;0;150;0;3;83;2
26/05/2019;1;"Milano";"Milano";905;4;;;;739;479;468;11;2;30;3;1;0;16;6;35;23;33;1;125;0;3;190;0
26/05/2019;1;"Milano";"Milano";906;6;;;;805;487;479;8;1;30;2;1;5;16;14;25;17;44;1;125;1;0;196;1
26/05/2019;1;"Milano";"Milano";907;4;;;;972;646;644;2;1;37;2;0;0;13;11;62;39;44;2;128;0;5;300;0
26/05/2019;1;"Milano";"Milano";908;4;;;;1010;601;595;6;4;26;1;2;1;14;11;60;31;53;2;132;0;4;254;0
26/05/2019;1;"Milano";"Milano";909;4;;;;909;434;425;9;2;19;6;0;0;14;12;29;24;50;1;142;0;1;124;1
26/05/2019;1;"Milano";"Milano";910;4;;;;809;430;418;12;3;11;1;2;1;9;10;41;18;37;0;165;4;2;114;0
26/05/2019;1;"Milano";"Milano";912;4;;;;751;356;352;4;0;4;4;1;0;6;12;55;17;43;0;135;1;0;74;0
26/05/2019;1;"Milano";"Milano";913;4;;;;858;493;487;6;1;3;6;0;0;12;7;58;22;81;2;177;0;8;108;2
26/05/2019;1;"Milano";"Milano";914;4;;;;732;333;321;12;1;13;4;0;0;11;8;24;8;52;0;122;0;0;78;0
26/05/2019;1;"Milano";"Milano";915;4;;;;866;431;400;31;1;11;4;4;2;6;5;45;15;66;0;156;2;1;82;0
26/05/2019;1;"Milano";"Milano";916;4;;;;751;168;162;6;4;5;1;1;0;4;4;20;7;28;1;55;0;0;32;0
26/05/2019;1;"Milano";"Milano";917;4;;;;1051;617;612;5;0;20;6;0;2;16;16;48;23;58;2;169;0;0;251;1
26/05/2019;1;"Milano";"Milano";920;4;;;;1111;585;575;10;1;33;6;3;0;15;20;38;29;87;0;164;0;4;175;0
26/05/2019;1;"Milano";"Milano";921;4;;;;996;568;555;13;2;15;2;3;0;20;9;67;31;63;1;195;0;5;141;1
