"Sessione";"CodVia";"Area";"Via";"Civico";"Barrato";"Sezione";"Municipio"
"26/05/2019";3123,00;"VIA";"A.DEL SARTO";1,00;"";665,00;3,00
"26/05/2019";3123,00;"VIA";"A.DEL SARTO";3,00;"";665,00;3,00
"26/05/2019";3123,00;"VIA";"A.DEL SARTO";4,00;"";665,00;3,00
"26/05/2019";3123,00;"VIA";"A.DEL SARTO";5,00;"";665,00;3,00
"26/05/2019";3123,00;"VIA";"A.DEL SARTO";6,00;"";665,00;3,00
"26/05/2019";3123,00;"VIA";"A.DEL SARTO";7,00;"";665,00;3,00
"26/05/2019";3123,00;"VIA";"A.DEL SARTO";8,00;"";665,00;3,00
"26/05/2019";3123,00;"VIA";"A.DEL SARTO";9,00;"";665,00;3,00
"26/05/2019";3123,00;"VIA";"A.DEL SARTO";10,00;"";665,00;3,00
"26/05/2019";3123,00;"VIA";"A.DEL SARTO";11,00;"";665,00;3,00
"26/05/2019";3123,00;"VIA";"A.DEL SARTO";13,00;"";665,00;3,00
"26/05/2019";3123,00;"VIA";"A.DEL SARTO";14,00;"";665,00;3,00
"26/05/2019";3123,00;"VIA";"A.DEL SARTO";15,00;"";665,00;3,00
"26/05/2019";3123,00;"VIA";"A.DEL SARTO";16,00;"";665,00;3,00
"26/05/2019";3123,00;"VIA";"A.DEL SARTO";18,00;"";665,00;3,00
"26/05/2019";3123,00;"VIA";"A.DEL SARTO";18,00;"A";665,00;3,00
"26/05/2019";3123,00;"VIA";"A.DEL SARTO";20,00;"";665,00;3,00
"26/05/2019";3123,00;"VIA";"A.DEL SARTO";21,00;"";665,00;3,00
"26/05/2019";3123,00;"VIA";"A.DEL SARTO";22,00;"";665,00;3,00
"26/05/2019";3123,00;"VIA";"A.DEL SARTO";23,00;"";665,00;3,00
"26/05/2019";3123,00;"VIA";"A.DEL SARTO";24,00;"";665,00;3,00
"26/05/2019";3123,00;"VIA";"A.DEL SARTO";26,00;"";665,00;3,00
"26/05/2019";3123,00;"VIA";"A.DEL SARTO";28,00;"";665,00;3,00
"26/05/2019";3123,00;"VIA";"A.DEL SARTO";30,00;"";665,00;3,00
"26/05/2019";3123,00;"VIA";"A.DEL SARTO";31,00;"";665,00;3,00
"26/05/2019";3123,00;"VIA";"A.DEL SARTO";32,00;"";665,00;3,00
"26/05/2019";3135,00;"VIA";"ABAMONTI GIUSEPPE";1,00;"";113,00;3,00
"26/05/2019";3135,00;"VIA";"ABAMONTI GIUSEPPE";2,00;"";113,00;3,00
"26/05/2019";3135,00;"VIA";"ABAMONTI GIUSEPPE";4,00;"";113,00;3,00
"26/05/2019";2558,00;"VIA";"ABANO";3,00;"";1565,00;3,00
"26/05/2019";2558,00;"VIA";"ABANO";4,00;"";1565,00;3,00
"26/05/2019";2558,00;"VIA";"ABANO";5,00;"";1565,00;3,00
"26/05/2019";2558,00;"VIA";"ABANO";6,00;"";1565,00;3,00
"26/05/2019";2558,00;"VIA";"ABANO";7,00;"";1565,00;3,00
"26/05/2019";2558,00;"VIA";"ABANO";8,00;"";1565,00;3,00
"26/05/2019";2558,00;"VIA";"ABANO";9,00;"";1565,00;3,00
"26/05/2019";2558,00;"VIA";"ABANO";10,00;"";1565,00;3,00
"26/05/2019";2558,00;"VIA";"ABANO";11,00;"";1565,00;3,00
"26/05/2019";2558,00;"VIA";"ABANO";14,00;"";1565,00;3,00
"26/05/2019";2558,00;"VIA";"ABANO";16,00;"";1565,00;3,00
"26/05/2019";1295,00;"VIA";"ABBA GIUSEPPE C";4,00;"";1184,00;9,00
"26/05/2019";1295,00;"VIA";"ABBA GIUSEPPE C";5,00;"";1184,00;9,00
"26/05/2019";1295,00;"VIA";"ABBA GIUSEPPE C";7,00;"";1184,00;9,00
"26/05/2019";1295,00;"VIA";"ABBA GIUSEPPE C";22,00;"";1184,00;9,00
"26/05/2019";1295,00;"VIA";"ABBA GIUSEPPE C";24,00;"";1184,00;9,00
"26/05/2019";1295,00;"VIA";"ABBA GIUSEPPE C";25,00;"";1184,00;9,00
"26/05/2019";1295,00;"VIA";"ABBA GIUSEPPE C";26,00;"";1184,00;9,00
"26/05/2019";1295,00;"VIA";"ABBA GIUSEPPE C";29,00;"";1184,00;9,00
"26/05/2019";1295,00;"VIA";"ABBA GIUSEPPE C";31,00;"";1184,00;9,00
"26/05/2019";1295,00;"VIA";"ABBA GIUSEPPE C";32,00;"";1184,00;9,00
"26/05/2019";1150,00;"VIA";"ABBADESSE";20,00;"";1461,00;2,00
"26/05/2019";1150,00;"VIA";"ABBADESSE";27,00;"";1461,00;2,00
"26/05/2019";1150,00;"VIA";"ABBADESSE";29,00;"";1461,00;2,00
"26/05/2019";1150,00;"VIA";"ABBADESSE";30,00;"";1461,00;2,00
"26/05/2019";1150,00;"VIA";"ABBADESSE";33,00;"";1236,00;2,00
"26/05/2019";1150,00;"VIA";"ABBADESSE";35,00;"";1236,00;2,00
"26/05/2019";1150,00;"VIA";"ABBADESSE";36,00;"";1461,00;2,00
"26/05/2019";1150,00;"VIA";"ABBADESSE";37,00;"";1236,00;2,00
"26/05/2019";1150,00;"VIA";"ABBADESSE";38,00;"";1461,00;2,00
"26/05/2019";1150,00;"VIA";"ABBADESSE";39,00;"";1236,00;2,00
"26/05/2019";1150,00;"VIA";"ABBADESSE";40,00;"";1461,00;2,00
"26/05/2019";1150,00;"VIA";"ABBADESSE";41,00;"";1236,00;2,00
"26/05/2019";1150,00;"VIA";"ABBADESSE";43,00;"";1236,00;2,00
"26/05/2019";1150,00;"VIA";"ABBADESSE";44,00;"";1236,00;2,00
"26/05/2019";1150,00;"VIA";"ABBADESSE";45,00;"";1236,00;2,00
"26/05/2019";1150,00;"VIA";"ABBADESSE";46,00;"";1236,00;2,00
"26/05/2019";1150,00;"VIA";"ABBADESSE";48,00;"";1241,00;2,00
"26/05/2019";1150,00;"VIA";"ABBADESSE";50,00;"";1241,00;2,00
"26/05/2019";1150,00;"VIA";"ABBADESSE";52,00;"";1241,00;2,00
"26/05/2019";1150,00;"VIA";"ABBADESSE";54,00;"";1241,00;2,00
"26/05/2019";1310,00;"VIA";"ABBAZIA";4,00;"";1242,00;2,00
"26/05/2019";1310,00;"VIA";"ABBAZIA";6,00;"";1242,00;2,00
"26/05/2019";5339,00;"PZA";"ABBIATEGRASSO";1,00;"";2066,00;5,00
"26/05/2019";5339,00;"PZA";"ABBIATEGRASSO";2,00;"";2066,00;5,00
"26/05/2019";5339,00;"PZA";"ABBIATEGRASSO";7,00;"";2066,00;5,00
"26/05/2019";5339,00;"PZA";"ABBIATEGRASSO";8,00;"";2066,00;5,00
"26/05/2019";5339,00;"PZA";"ABBIATEGRASSO";12,00;"";2066,00;5,00
"26/05/2019";5339,00;"PZA";"ABBIATEGRASSO";14,00;"";2066,00;5,00
"26/05/2019";5339,00;"PZA";"ABBIATEGRASSO";15,00;"";2066,00;5,00
"26/05/2019";6556,00;"VIA";"ABBIATI FILIPPO";1,00;"";1331,00;7,00
"26/05/2019";6556,00;"VIA";"ABBIATI FILIPPO";2,00;"";1688,00;7,00
"26/05/2019";6556,00;"VIA";"ABBIATI FILIPPO";3,00;"";1331,00;7,00
"26/05/2019";6556,00;"VIA";"ABBIATI FILIPPO";4,00;"";1064,00;7,00
"26/05/2019";6556,00;"VIA";"ABBIATI FILIPPO";5,00;"";1331,00;7,00
"26/05/2019";6556,00;"VIA";"ABBIATI FILIPPO";6,00;"";1064,00;7,00
"26/05/2019";6556,00;"VIA";"ABBIATI FILIPPO";7,00;"";1556,00;7,00
"26/05/2019";6830,00;"VIA";"ABETI";3,00;"";12,00;7,00
"26/05/2019";6830,00;"VIA";"ABETI";4,00;"";12,00;7,00
"26/05/2019";6830,00;"VIA";"ABETI";5,00;"";12,00;7,00
"26/05/2019";6830,00;"VIA";"ABETI";6,00;"";12,00;7,00
"26/05/2019";6830,00;"VIA";"ABETI";7,00;"";12,00;7,00
"26/05/2019";6830,00;"VIA";"ABETI";9,00;"";12,00;7,00
"26/05/2019";6830,00;"VIA";"ABETI";11,00;"";12,00;7,00
"26/05/2019";6830,00;"VIA";"ABETI";13,00;"";12,00;7,00
"26/05/2019";6830,00;"VIA";"ABETI";14,00;"";12,00;7,00
"26/05/2019";6830,00;"VIA";"ABETI";15,00;"";12,00;7,00
"26/05/2019";6830,00;"VIA";"ABETI";16,00;"";12,00;7,00
"26/05/2019";6830,00;"VIA";"ABETI";17,00;"";12,00;7,00
"26/05/2019";6830,00;"VIA";"ABETI";18,00;"";12,00;7,00
"26/05/2019";6830,00;"VIA";"ABETI";19,00;"";12,00;7,00
"26/05/2019";6830,00;"VIA";"ABETI";20,00;"";12,00;7,00
"26/05/2019";6830,00;"VIA";"ABETI";22,00;"";12,00;7,00
"26/05/2019";6830,00;"VIA";"ABETI";24,00;"";12,00;7,00
"26/05/2019";3340,00;"VIA";"ABETONE";1,00;"";898,00;4,00
"26/05/2019";3340,00;"VIA";"ABETONE";2,00;"";898,00;4,00
"26/05/2019";3340,00;"VIA";"ABETONE";6,00;"";898,00;4,00
"26/05/2019";3340,00;"VIA";"ABETONE";10,00;"";898,00;4,00
"26/05/2019";3340,00;"VIA";"ABETONE";14,00;"";898,00;4,00
"26/05/2019";3340,00;"VIA";"ABETONE";16,00;"";898,00;4,00
"26/05/2019";3340,00;"VIA";"ABETONE";18,00;"";898,00;4,00
"26/05/2019";2177,00;"VLE";"ABRUZZI";1,00;"";652,00;3,00
"26/05/2019";2177,00;"VLE";"ABRUZZI";3,00;"";652,00;3,00
"26/05/2019";2177,00;"VLE";"ABRUZZI";4,00;"";1503,00;3,00
"26/05/2019";2177,00;"VLE";"ABRUZZI";5,00;"";652,00;3,00
"26/05/2019";2177,00;"VLE";"ABRUZZI";7,00;"";652,00;3,00
"26/05/2019";2177,00;"VLE";"ABRUZZI";9,00;"";642,00;3,00
"26/05/2019";2177,00;"VLE";"ABRUZZI";11,00;"";642,00;3,00
"26/05/2019";2177,00;"VLE";"ABRUZZI";13,00;"";642,00;3,00
"26/05/2019";2177,00;"VLE";"ABRUZZI";13,00;"A";642,00;3,00
"26/05/2019";2177,00;"VLE";"ABRUZZI";15,00;"";642,00;3,00
"26/05/2019";2177,00;"VLE";"ABRUZZI";16,00;"";655,00;3,00
"26/05/2019";2177,00;"VLE";"ABRUZZI";17,00;"";642,00;3,00
"26/05/2019";2177,00;"VLE";"ABRUZZI";18,00;"";2091,00;3,00
"26/05/2019";2177,00;"VLE";"ABRUZZI";19,00;"";642,00;3,00
"26/05/2019";2177,00;"VLE";"ABRUZZI";20,00;"";2091,00;3,00
"26/05/2019";2177,00;"VLE";"ABRUZZI";21,00;"";642,00;3,00
"26/05/2019";2177,00;"VLE";"ABRUZZI";23,00;"";668,00;3,00
"26/05/2019";2177,00;"VLE";"ABRUZZI";25,00;"";668,00;3,00
"26/05/2019";2177,00;"VLE";"ABRUZZI";27,00;"";668,00;3,00
"26/05/2019";2177,00;"VLE";"ABRUZZI";28,00;"";2091,00;3,00
"26/05/2019";2177,00;"VLE";"ABRUZZI";29,00;"";668,00;3,00
"26/05/2019";2177,00;"VLE";"ABRUZZI";30,00;"";2091,00;3,00
"26/05/2019";2177,00;"VLE";"ABRUZZI";31,00;"";668,00;3,00
"26/05/2019";2177,00;"VLE";"ABRUZZI";32,00;"";2091,00;3,00
"26/05/2019";2177,00;"VLE";"ABRUZZI";33,00;"";668,00;3,00
"26/05/2019";2177,00;"VLE";"ABRUZZI";34,00;"";669,00;3,00
"26/05/2019";2177,00;"VLE";"ABRUZZI";35,00;"";634,00;3,00
"26/05/2019";2177,00;"VLE";"ABRUZZI";36,00;"";669,00;3,00
"26/05/2019";2177,00;"VLE";"ABRUZZI";37,00;"";634,00;3,00
"26/05/2019";2177,00;"VLE";"ABRUZZI";38,00;"";669,00;3,00
"26/05/2019";2177,00;"VLE";"ABRUZZI";39,00;"";634,00;3,00
"26/05/2019";2177,00;"VLE";"ABRUZZI";41,00;"";634,00;3,00
"26/05/2019";2177,00;"VLE";"ABRUZZI";42,00;"";669,00;3,00
"26/05/2019";2177,00;"VLE";"ABRUZZI";43,00;"";634,00;3,00
"26/05/2019";2177,00;"VLE";"ABRUZZI";44,00;"";669,00;3,00
"26/05/2019";2177,00;"VLE";"ABRUZZI";45,00;"";634,00;3,00
"26/05/2019";2177,00;"VLE";"ABRUZZI";46,00;"";669,00;3,00
"26/05/2019";2177,00;"VLE";"ABRUZZI";46,00;"A";669,00;3,00
"26/05/2019";2177,00;"VLE";"ABRUZZI";48,00;"";669,00;3,00
"26/05/2019";2177,00;"VLE";"ABRUZZI";50,00;"";669,00;3,00
"26/05/2019";2177,00;"VLE";"ABRUZZI";51,00;"";634,00;3,00
"26/05/2019";2177,00;"VLE";"ABRUZZI";52,00;"";669,00;3,00
"26/05/2019";2177,00;"VLE";"ABRUZZI";54,00;"";669,00;3,00
"26/05/2019";2177,00;"VLE";"ABRUZZI";56,00;"";669,00;3,00
"26/05/2019";2177,00;"VLE";"ABRUZZI";58,00;"";669,00;3,00
"26/05/2019";2177,00;"VLE";"ABRUZZI";62,00;"";669,00;3,00
"26/05/2019";2177,00;"VLE";"ABRUZZI";64,00;"";669,00;3,00
"26/05/2019";2177,00;"VLE";"ABRUZZI";66,00;"";669,00;3,00
"26/05/2019";2177,00;"VLE";"ABRUZZI";67,00;"";712,00;3,00
"26/05/2019";2177,00;"VLE";"ABRUZZI";68,00;"";669,00;3,00
"26/05/2019";2177,00;"VLE";"ABRUZZI";69,00;"";712,00;3,00
"26/05/2019";2177,00;"VLE";"ABRUZZI";70,00;"";669,00;3,00
"26/05/2019";2177,00;"VLE";"ABRUZZI";70,00;"A";669,00;3,00
"26/05/2019";2177,00;"VLE";"ABRUZZI";71,00;"";712,00;3,00
"26/05/2019";2177,00;"VLE";"ABRUZZI";72,00;"";715,00;3,00
"26/05/2019";2177,00;"VLE";"ABRUZZI";73,00;"";712,00;3,00
"26/05/2019";2177,00;"VLE";"ABRUZZI";73,00;"A";712,00;3,00
"26/05/2019";2177,00;"VLE";"ABRUZZI";74,00;"";715,00;3,00
"26/05/2019";2177,00;"VLE";"ABRUZZI";75,00;"";712,00;3,00
"26/05/2019";2177,00;"VLE";"ABRUZZI";76,00;"";715,00;3,00
"26/05/2019";2177,00;"VLE";"ABRUZZI";77,00;"";712,00;3,00
"26/05/2019";2177,00;"VLE";"ABRUZZI";78,00;"";715,00;3,00
"26/05/2019";2177,00;"VLE";"ABRUZZI";79,00;"";712,00;3,00
"26/05/2019";2177,00;"VLE";"ABRUZZI";80,00;"";715,00;3,00
"26/05/2019";2177,00;"VLE";"ABRUZZI";81,00;"";712,00;3,00
"26/05/2019";2177,00;"VLE";"ABRUZZI";82,00;"";715,00;3,00
"26/05/2019";2177,00;"VLE";"ABRUZZI";83,00;"";712,00;3,00
"26/05/2019";2177,00;"VLE";"ABRUZZI";84,00;"";715,00;3,00
"26/05/2019";2177,00;"VLE";"ABRUZZI";86,00;"";715,00;3,00
"26/05/2019";2177,00;"VLE";"ABRUZZI";87,00;"";712,00;3,00
"26/05/2019";2177,00;"VLE";"ABRUZZI";88,00;"";715,00;3,00
"26/05/2019";2177,00;"VLE";"ABRUZZI";89,00;"";712,00;3,00
"26/05/2019";2177,00;"VLE";"ABRUZZI";90,00;"";715,00;3,00
"26/05/2019";2177,00;"VLE";"ABRUZZI";91,00;"";712,00;3,00
"26/05/2019";2177,00;"VLE";"ABRUZZI";92,00;"";715,00;3,00
"26/05/2019";2177,00;"VLE";"ABRUZZI";93,00;"";712,00;3,00
"26/05/2019";2177,00;"VLE";"ABRUZZI";94,00;"";715,00;3,00
"26/05/2019";2429,00;"VIA";"ACCADEMIA";3,00;"";1403,00;3,00
"26/05/2019";2429,00;"VIA";"ACCADEMIA";5,00;"";1403,00;3,00
"26/05/2019";2429,00;"VIA";"ACCADEMIA";9,00;"";1403,00;3,00
"26/05/2019";2429,00;"VIA";"ACCADEMIA";11,00;"";1403,00;3,00
"26/05/2019";2429,00;"VIA";"ACCADEMIA";12,00;"";1403,00;3,00
"26/05/2019";2429,00;"VIA";"ACCADEMIA";13,00;"";1403,00;3,00
"26/05/2019";2429,00;"VIA";"ACCADEMIA";14,00;"";1403,00;3,00
"26/05/2019";2429,00;"VIA";"ACCADEMIA";15,00;"";1403,00;3,00
"26/05/2019";2429,00;"VIA";"ACCADEMIA";16,00;"";1403,00;3,00
"26/05/2019";2429,00;"VIA";"ACCADEMIA";18,00;"";1403,00;3,00
"26/05/2019";2429,00;"VIA";"ACCADEMIA";19,00;"";1403,00;3,00
"26/05/2019";2429,00;"VIA";"ACCADEMIA";20,00;"";734,00;3,00
"26/05/2019";2429,00;"VIA";"ACCADEMIA";22,00;"";734,00;3,00
"26/05/2019";2429,00;"VIA";"ACCADEMIA";23,00;"";734,00;3,00
"26/05/2019";2429,00;"VIA";"ACCADEMIA";24,00;"";734,00;3,00
"26/05/2019";2429,00;"VIA";"ACCADEMIA";26,00;"";734,00;3,00
"26/05/2019";2429,00;"VIA";"ACCADEMIA";28,00;"";734,00;3,00
"26/05/2019";2429,00;"VIA";"ACCADEMIA";29,00;"";734,00;3,00
"26/05/2019";2429,00;"VIA";"ACCADEMIA";32,00;"";734,00;3,00
"26/05/2019";2429,00;"VIA";"ACCADEMIA";33,00;"";734,00;3,00
"26/05/2019";2429,00;"VIA";"ACCADEMIA";34,00;"";734,00;3,00
"26/05/2019";2429,00;"VIA";"ACCADEMIA";36,00;"";734,00;3,00
"26/05/2019";2429,00;"VIA";"ACCADEMIA";38,00;"";734,00;3,00
"26/05/2019";2429,00;"VIA";"ACCADEMIA";39,00;"";734,00;3,00
"26/05/2019";2429,00;"VIA";"ACCADEMIA";40,00;"";734,00;3,00
"26/05/2019";2429,00;"VIA";"ACCADEMIA";48,00;"";734,00;3,00
"26/05/2019";2429,00;"VIA";"ACCADEMIA";53,00;"";734,00;3,00
"26/05/2019";2429,00;"VIA";"ACCADEMIA";55,00;"";734,00;3,00
"26/05/2019";2429,00;"VIA";"ACCADEMIA";56,00;"";734,00;3,00
"26/05/2019";2429,00;"VIA";"ACCADEMIA";57,00;"";734,00;3,00
"26/05/2019";2429,00;"VIA";"ACCADEMIA";58,00;"";734,00;3,00
"26/05/2019";2429,00;"VIA";"ACCADEMIA";59,00;"";734,00;3,00
"26/05/2019";2429,00;"VIA";"ACCADEMIA";60,00;"";734,00;3,00
"26/05/2019";2429,00;"VIA";"ACCADEMIA";61,00;"";734,00;3,00
"26/05/2019";2429,00;"VIA";"ACCADEMIA";62,00;"";734,00;3,00
"26/05/2019";2429,00;"VIA";"ACCADEMIA";64,00;"";734,00;3,00
"26/05/2019";7386,00;"PLE";"ACCURSIO FRANCESCO";1,00;"";1119,00;8,00
"26/05/2019";7386,00;"PLE";"ACCURSIO FRANCESCO";4,00;"";1119,00;8,00
"26/05/2019";7386,00;"PLE";"ACCURSIO FRANCESCO";5,00;"";1119,00;8,00
"26/05/2019";7386,00;"PLE";"ACCURSIO FRANCESCO";7,00;"";1119,00;8,00
"26/05/2019";7386,00;"PLE";"ACCURSIO FRANCESCO";12,00;"";1119,00;8,00
"26/05/2019";7386,00;"PLE";"ACCURSIO FRANCESCO";14,00;"";1119,00;8,00
"26/05/2019";7386,00;"PLE";"ACCURSIO FRANCESCO";18,00;"";1119,00;8,00
"26/05/2019";7386,00;"PLE";"ACCURSIO FRANCESCO";20,00;"";1119,00;8,00
"26/05/2019";7386,00;"PLE";"ACCURSIO FRANCESCO";21,00;"";1119,00;8,00
"26/05/2019";1651,00;"VIA";"ACERBI ENRICO";4,00;"";1459,00;9,00
"26/05/2019";1651,00;"VIA";"ACERBI ENRICO";12,00;"";1459,00;9,00
"26/05/2019";1651,00;"VIA";"ACERBI ENRICO";14,00;"";1459,00;9,00
"26/05/2019";1651,00;"VIA";"ACERBI ENRICO";19,00;"";1459,00;9,00
"26/05/2019";1651,00;"VIA";"ACERBI ENRICO";21,00;"";1459,00;9,00
"26/05/2019";1651,00;"VIA";"ACERBI ENRICO";28,00;"";1459,00;9,00
"26/05/2019";1651,00;"VIA";"ACERBI ENRICO";29,00;"";1459,00;9,00
"26/05/2019";1651,00;"VIA";"ACERBI ENRICO";32,00;"";1459,00;9,00
"26/05/2019";1651,00;"VIA";"ACERBI ENRICO";34,00;"";1459,00;9,00
"26/05/2019";1651,00;"VIA";"ACERBI ENRICO";39,00;"";1459,00;9,00
"26/05/2019";1651,00;"VIA";"ACERBI ENRICO";40,00;"";1459,00;9,00
"26/05/2019";1651,00;"VIA";"ACERBI ENRICO";43,00;"";1459,00;9,00
"26/05/2019";1651,00;"VIA";"ACERBI ENRICO";46,00;"";1459,00;9,00
"26/05/2019";1273,00;"VIA";"ACERENZA";1,00;"";1170,00;9,00
"26/05/2019";1273,00;"VIA";"ACERENZA";3,00;"";1170,00;9,00
"26/05/2019";1273,00;"VIA";"ACERENZA";6,00;"";1170,00;9,00
"26/05/2019";1273,00;"VIA";"ACERENZA";7,00;"";1170,00;9,00
"26/05/2019";1273,00;"VIA";"ACERENZA";9,00;"";1170,00;9,00
"26/05/2019";1273,00;"VIA";"ACERENZA";15,00;"";1170,00;9,00
"26/05/2019";1273,00;"VIA";"ACERENZA";17,00;"";1170,00;9,00
"26/05/2019";6419,00;"VIA";"ACHILLE";4,00;"";15,00;7,00
"26/05/2019";1605,00;"VIA";"ACHILLINI";2,00;"";1710,00;9,00
"26/05/2019";1605,00;"VIA";"ACHILLINI";4,00;"";1710,00;9,00
"26/05/2019";1605,00;"VIA";"ACHILLINI";6,00;"";1710,00;9,00
"26/05/2019";1605,00;"VIA";"ACHILLINI";8,00;"";1710,00;9,00
"26/05/2019";1605,00;"VIA";"ACHILLINI";10,00;"";1710,00;9,00
"26/05/2019";1605,00;"VIA";"ACHILLINI";14,00;"";1710,00;9,00
"26/05/2019";1605,00;"VIA";"ACHILLINI";18,00;"";1710,00;9,00
"26/05/2019";4135,00;"VIA";"ADAMELLO";5,00;"";925,00;5,00
"26/05/2019";4135,00;"VIA";"ADAMELLO";6,00;"";925,00;5,00
"26/05/2019";4135,00;"VIA";"ADAMELLO";7,00;"";925,00;5,00
"26/05/2019";4135,00;"VIA";"ADAMELLO";8,00;"";925,00;5,00
"26/05/2019";4135,00;"VIA";"ADAMELLO";9,00;"";925,00;5,00
"26/05/2019";4135,00;"VIA";"ADAMELLO";14,00;"";925,00;5,00
"26/05/2019";4135,00;"VIA";"ADAMELLO";16,00;"";925,00;5,00
"26/05/2019";4135,00;"VIA";"ADAMELLO";18,00;"";964,00;5,00
"26/05/2019";5418,00;"VIA";"ADAMI GIUSEPPE";7,00;"";1006,00;6,00
"26/05/2019";5418,00;"VIA";"ADAMI GIUSEPPE";8,00;"";1006,00;6,00
"26/05/2019";1184,00;"VIA";"ADDA";3,00;"";568,00;2,00
"26/05/2019";1184,00;"VIA";"ADDA";9,00;"";568,00;2,00
"26/05/2019";1184,00;"VIA";"ADDA";10,00;"";569,00;9,00
"26/05/2019";1184,00;"VIA";"ADDA";11,00;"";569,00;9,00
"26/05/2019";1184,00;"VIA";"ADDA";13,00;"";569,00;9,00
"26/05/2019";2504,00;"VIA";"ADELCHI";3,00;"";771,00;3,00
"26/05/2019";2504,00;"VIA";"ADELCHI";5,00;"";771,00;3,00
"26/05/2019";4216,00;"VIA";"ADIGE";3,00;"";200,00;5,00
"26/05/2019";4216,00;"VIA";"ADIGE";4,00;"";200,00;5,00
"26/05/2019";4216,00;"VIA";"ADIGE";5,00;"";200,00;5,00
"26/05/2019";4216,00;"VIA";"ADIGE";6,00;"";200,00;5,00
"26/05/2019";4216,00;"VIA";"ADIGE";7,00;"";200,00;5,00
"26/05/2019";4216,00;"VIA";"ADIGE";8,00;"";200,00;5,00
"26/05/2019";4216,00;"VIA";"ADIGE";9,00;"";200,00;5,00
"26/05/2019";4216,00;"VIA";"ADIGE";10,00;"";200,00;5,00
"26/05/2019";4216,00;"VIA";"ADIGE";11,00;"";200,00;5,00
"26/05/2019";4216,00;"VIA";"ADIGE";12,00;"";200,00;5,00
"26/05/2019";4216,00;"VIA";"ADIGE";13,00;"";200,00;5,00
"26/05/2019";4216,00;"VIA";"ADIGE";14,00;"";200,00;5,00
"26/05/2019";4216,00;"VIA";"ADIGE";15,00;"";200,00;5,00
"26/05/2019";4216,00;"VIA";"ADIGE";17,00;"";200,00;5,00
"26/05/2019";4216,00;"VIA";"ADIGE";19,00;"";200,00;5,00
"26/05/2019";4216,00;"VIA";"ADIGE";19,00;"A";200,00;5,00
"26/05/2019";4216,00;"VIA";"ADIGE";20,00;"";200,00;5,00
"26/05/2019";4216,00;"VIA";"ADIGE";21,00;"";200,00;5,00
"26/05/2019";4216,00;"VIA";"ADIGE";23,00;"";200,00;5,00
"26/05/2019";3286,00;"PZA";"ADIGRAT";2,00;"";1579,00;4,00
"26/05/2019";3286,00;"PZA";"ADIGRAT";3,00;"";1579,00;4,00
"26/05/2019";3286,00;"PZA";"ADIGRAT";4,00;"";1579,00;4,00
"26/05/2019";3286,00;"PZA";"ADIGRAT";6,00;"";1579,00;4,00
"26/05/2019";2410,00;"VIA";"ADRIANO";1,00;"";1371,00;2,00
"26/05/2019";2410,00;"VIA";"ADRIANO";1,00;"A";1371,00;2,00
"26/05/2019";2410,00;"VIA";"ADRIANO";1,00;"B";1371,00;2,00
"26/05/2019";2410,00;"VIA";"ADRIANO";1,00;"C";1371,00;2,00
"26/05/2019";2410,00;"VIA";"ADRIANO";2,00;"";793,00;2,00
"26/05/2019";2410,00;"VIA";"ADRIANO";2,00;"A";793,00;2,00
"26/05/2019";2410,00;"VIA";"ADRIANO";3,00;"";1371,00;2,00
"26/05/2019";2410,00;"VIA";"ADRIANO";3,00;"A";1371,00;2,00
"26/05/2019";2410,00;"VIA";"ADRIANO";3,00;"B";1371,00;2,00
"26/05/2019";2410,00;"VIA";"ADRIANO";4,00;"";793,00;2,00
"26/05/2019";2410,00;"VIA";"ADRIANO";6,00;"";793,00;2,00
"26/05/2019";2410,00;"VIA";"ADRIANO";11,00;"";1371,00;2,00
"26/05/2019";2410,00;"VIA";"ADRIANO";14,00;"";793,00;2,00
"26/05/2019";2410,00;"VIA";"ADRIANO";16,00;"";793,00;2,00
"26/05/2019";2410,00;"VIA";"ADRIANO";20,00;"";793,00;2,00
"26/05/2019";2410,00;"VIA";"ADRIANO";22,00;"";747,00;2,00
"26/05/2019";2410,00;"VIA";"ADRIANO";45,00;"";791,00;2,00
"26/05/2019";2410,00;"VIA";"ADRIANO";49,00;"";791,00;2,00
"26/05/2019";2410,00;"VIA";"ADRIANO";51,00;"";791,00;2,00
"26/05/2019";2410,00;"VIA";"ADRIANO";53,00;"3";791,00;2,00
"26/05/2019";2410,00;"VIA";"ADRIANO";60,00;"";747,00;2,00
"26/05/2019";2410,00;"VIA";"ADRIANO";68,00;"";747,00;2,00
"26/05/2019";2410,00;"VIA";"ADRIANO";70,00;"";747,00;2,00
"26/05/2019";2410,00;"VIA";"ADRIANO";81,00;"";791,00;2,00
"26/05/2019";2410,00;"VIA";"ADRIANO";83,00;"";791,00;2,00
"26/05/2019";2410,00;"VIA";"ADRIANO";85,00;"";791,00;2,00
"26/05/2019";2410,00;"VIA";"ADRIANO";88,00;"";747,00;2,00
"26/05/2019";2410,00;"VIA";"ADRIANO";90,00;"";747,00;2,00
"26/05/2019";2410,00;"VIA";"ADRIANO";94,00;"";747,00;2,00
"26/05/2019";2410,00;"VIA";"ADRIANO";96,00;"";747,00;2,00
"26/05/2019";2410,00;"VIA";"ADRIANO";98,00;"";747,00;2,00
"26/05/2019";2410,00;"VIA";"ADRIANO";99,00;"";791,00;2,00
"26/05/2019";2410,00;"VIA";"ADRIANO";100,00;"";747,00;2,00
