"Sessione";"CodVia";"Area";"Via";"Civico";"Barrato";"Sezione";"Municipio"
"26/05/2019";5411,00;"VIA";"GRATOSOGLIO";79,00;"";329,00;5,00
"26/05/2019";5411,00;"VIA";"GRATOSOGLIO";84,00;"";635,00;5,00
"26/05/2019";5411,00;"VIA";"GRATOSOGLIO";93,00;"";329,00;5,00
"26/05/2019";5411,00;"VIA";"GRATOSOGLIO";99,00;"";329,00;5,00
"26/05/2019";5411,00;"VIA";"GRATOSOGLIO";99,00;"A";329,00;5,00
"26/05/2019";5411,00;"VIA";"GRATOSOGLIO";100,00;"";635,00;5,00
"26/05/2019";5411,00;"VIA";"GRATOSOGLIO";101,00;"";329,00;5,00
"26/05/2019";5411,00;"VIA";"GRATOSOGLIO";101,00;"A";329,00;5,00
"26/05/2019";5411,00;"VIA";"GRATOSOGLIO";102,00;"";635,00;5,00
"26/05/2019";5411,00;"VIA";"GRATOSOGLIO";104,00;"10";1415,00;5,00
"26/05/2019";5411,00;"VIA";"GRATOSOGLIO";104,00;"12";1415,00;5,00
"26/05/2019";5411,00;"VIA";"GRATOSOGLIO";104,00;"14";1415,00;5,00
"26/05/2019";5411,00;"VIA";"GRATOSOGLIO";104,00;"16";1415,00;5,00
"26/05/2019";5411,00;"VIA";"GRATOSOGLIO";104,00;"18";1415,00;5,00
"26/05/2019";5411,00;"VIA";"GRATOSOGLIO";104,00;"2";1415,00;5,00
"26/05/2019";5411,00;"VIA";"GRATOSOGLIO";104,00;"20";1415,00;5,00
"26/05/2019";5411,00;"VIA";"GRATOSOGLIO";104,00;"22";1415,00;5,00
"26/05/2019";5411,00;"VIA";"GRATOSOGLIO";104,00;"4";1415,00;5,00
"26/05/2019";5411,00;"VIA";"GRATOSOGLIO";104,00;"6";1415,00;5,00
"26/05/2019";5411,00;"VIA";"GRATOSOGLIO";104,00;"8";1415,00;5,00
"26/05/2019";5411,00;"VIA";"GRATOSOGLIO";105,00;"";1415,00;5,00
"26/05/2019";5411,00;"VIA";"GRATOSOGLIO";106,00;"10";1415,00;5,00
"26/05/2019";5411,00;"VIA";"GRATOSOGLIO";106,00;"12";1415,00;5,00
"26/05/2019";5411,00;"VIA";"GRATOSOGLIO";106,00;"14";1415,00;5,00
"26/05/2019";5411,00;"VIA";"GRATOSOGLIO";106,00;"16";1415,00;5,00
"26/05/2019";5411,00;"VIA";"GRATOSOGLIO";106,00;"28";1415,00;5,00
"26/05/2019";5411,00;"VIA";"GRATOSOGLIO";106,00;"30";1415,00;5,00
"26/05/2019";5411,00;"VIA";"GRATOSOGLIO";106,00;"32";1415,00;5,00
"26/05/2019";5411,00;"VIA";"GRATOSOGLIO";106,00;"8";1415,00;5,00
"26/05/2019";5411,00;"VIA";"GRATOSOGLIO";108,00;"";1415,00;5,00
"26/05/2019";5411,00;"VIA";"GRATOSOGLIO";115,00;"";1415,00;5,00
"26/05/2019";1524,00;"VIA";"GRAZIANO IMP.";20,00;"";1263,00;9,00
"26/05/2019";1524,00;"VIA";"GRAZIANO IMP.";29,00;"";1263,00;9,00
"26/05/2019";1524,00;"VIA";"GRAZIANO IMP.";31,00;"";1263,00;9,00
"26/05/2019";1524,00;"VIA";"GRAZIANO IMP.";33,00;"";1263,00;9,00
"26/05/2019";1524,00;"VIA";"GRAZIANO IMP.";35,00;"";1263,00;9,00
"26/05/2019";1524,00;"VIA";"GRAZIANO IMP.";37,00;"";1263,00;9,00
"26/05/2019";1524,00;"VIA";"GRAZIANO IMP.";39,00;"";1263,00;9,00
"26/05/2019";1524,00;"VIA";"GRAZIANO IMP.";39,00;"A";1263,00;9,00
"26/05/2019";1524,00;"VIA";"GRAZIANO IMP.";40,00;"";1263,00;9,00
"26/05/2019";1524,00;"VIA";"GRAZIANO IMP.";41,00;"";1263,00;9,00
"26/05/2019";1524,00;"VIA";"GRAZIANO IMP.";43,00;"";1263,00;9,00
"26/05/2019";1524,00;"VIA";"GRAZIANO IMP.";48,00;"";1263,00;9,00
"26/05/2019";1473,00;"VIA";"GRAZIOLI DON BART";1,00;"";125,00;9,00
"26/05/2019";1473,00;"VIA";"GRAZIOLI DON BART";2,00;"";125,00;9,00
"26/05/2019";1473,00;"VIA";"GRAZIOLI DON BART";3,00;"";125,00;9,00
"26/05/2019";1473,00;"VIA";"GRAZIOLI DON BART";4,00;"";125,00;9,00
"26/05/2019";1473,00;"VIA";"GRAZIOLI DON BART";6,00;"";125,00;9,00
"26/05/2019";1473,00;"VIA";"GRAZIOLI DON BART";7,00;"";125,00;9,00
"26/05/2019";1473,00;"VIA";"GRAZIOLI DON BART";10,00;"";125,00;9,00
"26/05/2019";1473,00;"VIA";"GRAZIOLI DON BART";11,00;"";1218,00;9,00
"26/05/2019";1473,00;"VIA";"GRAZIOLI DON BART";14,00;"";1221,00;9,00
"26/05/2019";1473,00;"VIA";"GRAZIOLI DON BART";14,00;"A";1221,00;9,00
"26/05/2019";1473,00;"VIA";"GRAZIOLI DON BART";16,00;"";1221,00;9,00
"26/05/2019";1473,00;"VIA";"GRAZIOLI DON BART";16,00;"A";1221,00;9,00
"26/05/2019";1473,00;"VIA";"GRAZIOLI DON BART";22,00;"";1218,00;9,00
"26/05/2019";1473,00;"VIA";"GRAZIOLI DON BART";24,00;"";1218,00;9,00
"26/05/2019";1473,00;"VIA";"GRAZIOLI DON BART";26,00;"";1218,00;9,00
"26/05/2019";1473,00;"VIA";"GRAZIOLI DON BART";28,00;"";1218,00;9,00
"26/05/2019";1473,00;"VIA";"GRAZIOLI DON BART";30,00;"";1218,00;9,00
"26/05/2019";1473,00;"VIA";"GRAZIOLI DON BART";32,00;"";1218,00;9,00
"26/05/2019";1473,00;"VIA";"GRAZIOLI DON BART";33,00;"";1218,00;9,00
"26/05/2019";1473,00;"VIA";"GRAZIOLI DON BART";38,00;"";1391,00;9,00
"26/05/2019";1473,00;"VIA";"GRAZIOLI DON BART";39,00;"";1218,00;9,00
"26/05/2019";1473,00;"VIA";"GRAZIOLI DON BART";41,00;"";1218,00;9,00
"26/05/2019";1473,00;"VIA";"GRAZIOLI DON BART";43,00;"";1218,00;9,00
"26/05/2019";1473,00;"VIA";"GRAZIOLI DON BART";46,00;"";1391,00;9,00
"26/05/2019";1473,00;"VIA";"GRAZIOLI DON BART";47,00;"";1218,00;9,00
"26/05/2019";1473,00;"VIA";"GRAZIOLI DON BART";52,00;"";1391,00;9,00
"26/05/2019";1473,00;"VIA";"GRAZIOLI DON BART";56,00;"";1391,00;9,00
"26/05/2019";1473,00;"VIA";"GRAZIOLI DON BART";57,00;"";1218,00;9,00
"26/05/2019";1473,00;"VIA";"GRAZIOLI DON BART";59,00;"";1218,00;9,00
"26/05/2019";1473,00;"VIA";"GRAZIOLI DON BART";60,00;"";1391,00;9,00
"26/05/2019";1473,00;"VIA";"GRAZIOLI DON BART";73,00;"";1218,00;9,00
"26/05/2019";1473,00;"VIA";"GRAZIOLI DON BART";80,00;"";1391,00;9,00
"26/05/2019";1463,00;"VIA";"GRAZZINI ANTON F";3,00;"";1176,00;9,00
"26/05/2019";1463,00;"VIA";"GRAZZINI ANTON F";7,00;"";1176,00;9,00
"26/05/2019";1463,00;"VIA";"GRAZZINI ANTON F";8,00;"";1176,00;9,00
"26/05/2019";1463,00;"VIA";"GRAZZINI ANTON F";9,00;"";1176,00;9,00
"26/05/2019";1463,00;"VIA";"GRAZZINI ANTON F";10,00;"";1176,00;9,00
"26/05/2019";1463,00;"VIA";"GRAZZINI ANTON F";12,00;"";1176,00;9,00
"26/05/2019";1463,00;"VIA";"GRAZZINI ANTON F";12,00;"1";1176,00;9,00
"26/05/2019";1463,00;"VIA";"GRAZZINI ANTON F";12,00;"2";1176,00;9,00
"26/05/2019";1463,00;"VIA";"GRAZZINI ANTON F";14,00;"";1176,00;9,00
"26/05/2019";1463,00;"VIA";"GRAZZINI ANTON F";15,00;"";1176,00;9,00
"26/05/2019";1417,00;"PZA";"GRECO";2,00;"";1246,00;2,00
"26/05/2019";1417,00;"PZA";"GRECO";7,00;"";1246,00;2,00
"26/05/2019";1417,00;"PZA";"GRECO";10,00;"";1246,00;2,00
"26/05/2019";1417,00;"PZA";"GRECO";11,00;"";1246,00;2,00
"26/05/2019";1611,00;"VIA";"GREGOROVIUS";3,00;"";1268,00;9,00
"26/05/2019";1611,00;"VIA";"GREGOROVIUS";15,00;"";1268,00;9,00
"26/05/2019";3213,00;"VIA";"GREPPI MARCO";1,00;"";886,00;4,00
"26/05/2019";3213,00;"VIA";"GREPPI MARCO";2,00;"";886,00;4,00
"26/05/2019";3213,00;"VIA";"GREPPI MARCO";4,00;"";886,00;4,00
"26/05/2019";3213,00;"VIA";"GREPPI MARCO";5,00;"";886,00;4,00
"26/05/2019";3213,00;"VIA";"GREPPI MARCO";7,00;"";886,00;4,00
"26/05/2019";3213,00;"VIA";"GREPPI MARCO";8,00;"";886,00;4,00
"26/05/2019";3213,00;"VIA";"GREPPI MARCO";9,00;"";886,00;4,00
"26/05/2019";3213,00;"VIA";"GREPPI MARCO";10,00;"";886,00;4,00
"26/05/2019";3213,00;"VIA";"GREPPI MARCO";11,00;"";886,00;4,00
"26/05/2019";3213,00;"VIA";"GREPPI MARCO";18,00;"";886,00;4,00
"26/05/2019";4119,00;"VIA";"GRESSONEY";1,00;"";2105,00;4,00
"26/05/2019";4119,00;"VIA";"GRESSONEY";3,00;"";2105,00;4,00
"26/05/2019";4119,00;"VIA";"GRESSONEY";6,00;"";2105,00;4,00
"26/05/2019";4119,00;"VIA";"GRESSONEY";7,00;"";895,00;4,00
"26/05/2019";4119,00;"VIA";"GRESSONEY";9,00;"";895,00;4,00
"26/05/2019";4119,00;"VIA";"GRESSONEY";10,00;"";895,00;4,00
"26/05/2019";4119,00;"VIA";"GRESSONEY";12,00;"";895,00;4,00
"26/05/2019";5371,00;"VIA";"GRIFFINI SAVERIO";1,00;"";1010,00;6,00
"26/05/2019";5371,00;"VIA";"GRIFFINI SAVERIO";2,00;"";1010,00;6,00
"26/05/2019";5371,00;"VIA";"GRIFFINI SAVERIO";3,00;"";1010,00;6,00
"26/05/2019";5371,00;"VIA";"GRIFFINI SAVERIO";4,00;"";1010,00;6,00
"26/05/2019";5371,00;"VIA";"GRIFFINI SAVERIO";5,00;"";1010,00;6,00
"26/05/2019";5371,00;"VIA";"GRIFFINI SAVERIO";6,00;"";1010,00;6,00
"26/05/2019";5371,00;"VIA";"GRIFFINI SAVERIO";7,00;"";1010,00;6,00
"26/05/2019";5371,00;"VIA";"GRIFFINI SAVERIO";8,00;"";1010,00;6,00
"26/05/2019";5371,00;"VIA";"GRIFFINI SAVERIO";9,00;"";1010,00;6,00
"26/05/2019";5371,00;"VIA";"GRIFFINI SAVERIO";10,00;"";1010,00;6,00
"26/05/2019";5371,00;"VIA";"GRIFFINI SAVERIO";11,00;"";1010,00;6,00
"26/05/2019";5371,00;"VIA";"GRIFFINI SAVERIO";12,00;"";1010,00;6,00
"26/05/2019";5371,00;"VIA";"GRIFFINI SAVERIO";13,00;"";1010,00;6,00
"26/05/2019";5371,00;"VIA";"GRIFFINI SAVERIO";14,00;"";1010,00;6,00
"26/05/2019";5371,00;"VIA";"GRIFFINI SAVERIO";16,00;"";1010,00;6,00
"26/05/2019";5371,00;"VIA";"GRIFFINI SAVERIO";18,00;"";1010,00;6,00
"26/05/2019";5371,00;"VIA";"GRIFFINI SAVERIO";20,00;"";1010,00;6,00
"26/05/2019";5371,00;"VIA";"GRIFFINI SAVERIO";22,00;"";1010,00;6,00
"26/05/2019";7239,00;"VIA";"GRIGNA";1,00;"";1647,00;8,00
"26/05/2019";7239,00;"VIA";"GRIGNA";2,00;"";1647,00;8,00
"26/05/2019";7239,00;"VIA";"GRIGNA";5,00;"";1647,00;8,00
"26/05/2019";7239,00;"VIA";"GRIGNA";7,00;"";1647,00;8,00
"26/05/2019";7239,00;"VIA";"GRIGNA";8,00;"";1647,00;8,00
"26/05/2019";7239,00;"VIA";"GRIGNA";9,00;"";1647,00;8,00
"26/05/2019";7239,00;"VIA";"GRIGNA";10,00;"";1647,00;8,00
"26/05/2019";7239,00;"VIA";"GRIGNA";12,00;"";1647,00;8,00
"26/05/2019";7239,00;"VIA";"GRIGNA";13,00;"";1647,00;8,00
"26/05/2019";7239,00;"VIA";"GRIGNA";15,00;"";1133,00;8,00
"26/05/2019";7239,00;"VIA";"GRIGNA";19,00;"";1133,00;8,00
"26/05/2019";7239,00;"VIA";"GRIGNA";20,00;"";1133,00;8,00
"26/05/2019";7239,00;"VIA";"GRIGNA";21,00;"";1133,00;8,00
"26/05/2019";7239,00;"VIA";"GRIGNA";22,00;"";1133,00;8,00
"26/05/2019";7239,00;"VIA";"GRIGNA";24,00;"";1133,00;8,00
"26/05/2019";7239,00;"VIA";"GRIGNA";25,00;"";1133,00;8,00
"26/05/2019";7239,00;"VIA";"GRIGNA";35,00;"";1133,00;8,00
"26/05/2019";6097,00;"VIA";"GRIMANI";1,00;"";1753,00;6,00
"26/05/2019";6097,00;"VIA";"GRIMANI";2,00;"";1553,00;6,00
"26/05/2019";6097,00;"VIA";"GRIMANI";4,00;"";1553,00;6,00
"26/05/2019";6097,00;"VIA";"GRIMANI";7,00;"";1753,00;6,00
"26/05/2019";6097,00;"VIA";"GRIMANI";9,00;"";1553,00;6,00
"26/05/2019";6097,00;"VIA";"GRIMANI";10,00;"";1553,00;6,00
"26/05/2019";6097,00;"VIA";"GRIMANI";11,00;"";1553,00;6,00
"26/05/2019";6097,00;"VIA";"GRIMANI";12,00;"";1553,00;6,00
"26/05/2019";6097,00;"VIA";"GRIMANI";14,00;"";1553,00;6,00
"26/05/2019";6097,00;"VIA";"GRIMANI";15,00;"";1553,00;6,00
"26/05/2019";6097,00;"VIA";"GRIMANI";16,00;"";1553,00;6,00
"26/05/2019";6097,00;"VIA";"GRIMANI";18,00;"";1553,00;6,00
"26/05/2019";6097,00;"VIA";"GRIMANI";19,00;"";1553,00;6,00
"26/05/2019";1644,00;"VIA";"GRIMM FLLI";2,00;"";1945,00;9,00
"26/05/2019";1644,00;"VIA";"GRIMM FLLI";11,00;"";1945,00;9,00
"26/05/2019";1478,00;"VIA";"GRIOLI DON GIOV.";6,00;"";1683,00;9,00
"26/05/2019";1478,00;"VIA";"GRIOLI DON GIOV.";8,00;"";1683,00;9,00
"26/05/2019";1478,00;"VIA";"GRIOLI DON GIOV.";10,00;"";1683,00;9,00
"26/05/2019";1478,00;"VIA";"GRIOLI DON GIOV.";12,00;"";1683,00;9,00
"26/05/2019";1478,00;"VIA";"GRIOLI DON GIOV.";14,00;"";1683,00;9,00
"26/05/2019";1478,00;"VIA";"GRIOLI DON GIOV.";20,00;"";1683,00;9,00
"26/05/2019";1478,00;"VIA";"GRIOLI DON GIOV.";22,00;"";1683,00;9,00
"26/05/2019";1478,00;"VIA";"GRIOLI DON GIOV.";24,00;"";1683,00;9,00
"26/05/2019";1478,00;"VIA";"GRIOLI DON GIOV.";28,00;"";1683,00;9,00
"26/05/2019";1478,00;"VIA";"GRIOLI DON GIOV.";30,00;"";1683,00;9,00
"26/05/2019";1741,00;"VIA";"GRISI GIUDIT";4,00;"";1209,00;9,00
"26/05/2019";1601,00;"VIA";"GRIVOLA";2,00;"";1265,00;9,00
"26/05/2019";1601,00;"VIA";"GRIVOLA";4,00;"";1265,00;9,00
"26/05/2019";1601,00;"VIA";"GRIVOLA";5,00;"";1265,00;9,00
"26/05/2019";1601,00;"VIA";"GRIVOLA";7,00;"";1265,00;9,00
"26/05/2019";1601,00;"VIA";"GRIVOLA";8,00;"";1265,00;9,00
"26/05/2019";1601,00;"VIA";"GRIVOLA";9,00;"";1265,00;9,00
"26/05/2019";1601,00;"VIA";"GRIVOLA";10,00;"";1265,00;9,00
"26/05/2019";1601,00;"VIA";"GRIVOLA";11,00;"";1265,00;9,00
"26/05/2019";1601,00;"VIA";"GRIVOLA";18,00;"";1265,00;9,00
"26/05/2019";1601,00;"VIA";"GRIVOLA";22,00;"";1265,00;9,00
"26/05/2019";6347,00;"VIA";"GRIZIOTTI GIACOMO";1,00;"";397,00;8,00
"26/05/2019";6347,00;"VIA";"GRIZIOTTI GIACOMO";3,00;"";397,00;8,00
"26/05/2019";6347,00;"VIA";"GRIZIOTTI GIACOMO";4,00;"";397,00;8,00
"26/05/2019";6347,00;"VIA";"GRIZIOTTI GIACOMO";8,00;"";397,00;8,00
"26/05/2019";7483,00;"VIA";"GROSIO";3,00;"";1596,00;8,00
"26/05/2019";7483,00;"VIA";"GROSIO";9,00;"";1596,00;8,00
"26/05/2019";7483,00;"VIA";"GROSIO";10,00;"4";1596,00;8,00
"26/05/2019";7328,00;"VIA";"GROSOTTO";1,00;"";1930,00;8,00
"26/05/2019";7328,00;"VIA";"GROSOTTO";2,00;"";1930,00;8,00
"26/05/2019";7328,00;"VIA";"GROSOTTO";3,00;"";1930,00;8,00
"26/05/2019";7328,00;"VIA";"GROSOTTO";5,00;"";1930,00;8,00
"26/05/2019";7328,00;"VIA";"GROSOTTO";7,00;"";1930,00;8,00
"26/05/2019";7328,00;"VIA";"GROSOTTO";7,00;"A";1930,00;8,00
"26/05/2019";7279,00;"VIA";"GROSSETO";1,00;"";1148,00;8,00
"26/05/2019";7279,00;"VIA";"GROSSETO";3,00;"";1148,00;8,00
"26/05/2019";7279,00;"VIA";"GROSSETO";4,00;"";1148,00;8,00
"26/05/2019";7279,00;"VIA";"GROSSETO";5,00;"";1148,00;8,00
"26/05/2019";7279,00;"VIA";"GROSSETO";6,00;"";1148,00;8,00
"26/05/2019";7279,00;"VIA";"GROSSETO";7,00;"";1148,00;8,00
"26/05/2019";105,00;"VIA";"GROSSI TOMMASO";1,00;"";73,00;1,00
"26/05/2019";105,00;"VIA";"GROSSI TOMMASO";2,00;"";73,00;1,00
"26/05/2019";105,00;"VIA";"GROSSI TOMMASO";5,00;"";73,00;1,00
"26/05/2019";105,00;"VIA";"GROSSI TOMMASO";7,00;"";73,00;1,00
"26/05/2019";105,00;"VIA";"GROSSI TOMMASO";10,00;"";73,00;1,00
"26/05/2019";2576,00;"VIA";"GROSSICH ANTONIO";2,00;"";817,00;3,00
"26/05/2019";2576,00;"VIA";"GROSSICH ANTONIO";3,00;"";817,00;3,00
"26/05/2019";2576,00;"VIA";"GROSSICH ANTONIO";8,00;"";817,00;3,00
"26/05/2019";2576,00;"VIA";"GROSSICH ANTONIO";11,00;"";817,00;3,00
"26/05/2019";2576,00;"VIA";"GROSSICH ANTONIO";15,00;"";817,00;3,00
"26/05/2019";2576,00;"VIA";"GROSSICH ANTONIO";16,00;"";817,00;3,00
"26/05/2019";2576,00;"VIA";"GROSSICH ANTONIO";16,00;"A";817,00;3,00
"26/05/2019";2576,00;"VIA";"GROSSICH ANTONIO";17,00;"";817,00;3,00
"26/05/2019";2576,00;"VIA";"GROSSICH ANTONIO";28,00;"";817,00;3,00
"26/05/2019";2576,00;"VIA";"GROSSICH ANTONIO";29,00;"";817,00;3,00
"26/05/2019";2576,00;"VIA";"GROSSICH ANTONIO";30,00;"";817,00;3,00
"26/05/2019";2576,00;"VIA";"GROSSICH ANTONIO";31,00;"";817,00;3,00
"26/05/2019";2576,00;"VIA";"GROSSICH ANTONIO";32,00;"";817,00;3,00
"26/05/2019";2576,00;"VIA";"GROSSICH ANTONIO";33,00;"";817,00;3,00
"26/05/2019";2576,00;"VIA";"GROSSICH ANTONIO";34,00;"";1368,00;3,00
"26/05/2019";2576,00;"VIA";"GROSSICH ANTONIO";35,00;"";1368,00;3,00
"26/05/2019";2576,00;"VIA";"GROSSICH ANTONIO";36,00;"";1368,00;3,00
"26/05/2019";7077,00;"VIA";"GRUBICYDEDRAGONFLLI";4,00;"";499,00;1,00
"26/05/2019";6106,00;"VIA";"GRUMELLO ANTONIO";3,00;"";362,00;7,00
"26/05/2019";6106,00;"VIA";"GRUMELLO ANTONIO";5,00;"";362,00;7,00
"26/05/2019";6106,00;"VIA";"GRUMELLO ANTONIO";6,00;"";362,00;7,00
"26/05/2019";6106,00;"VIA";"GRUMELLO ANTONIO";7,00;"";362,00;7,00
"26/05/2019";6106,00;"VIA";"GRUMELLO ANTONIO";8,00;"";362,00;7,00
"26/05/2019";2473,00;"VIA";"GUANELLA LUIGI";1,00;"";1479,00;2,00
"26/05/2019";2473,00;"VIA";"GUANELLA LUIGI";1,00;"A";1479,00;2,00
"26/05/2019";2473,00;"VIA";"GUANELLA LUIGI";2,00;"";1479,00;2,00
"26/05/2019";2473,00;"VIA";"GUANELLA LUIGI";4,00;"";1479,00;2,00
"26/05/2019";2473,00;"VIA";"GUANELLA LUIGI";5,00;"";1479,00;2,00
"26/05/2019";2473,00;"VIA";"GUANELLA LUIGI";6,00;"";1479,00;2,00
"26/05/2019";2473,00;"VIA";"GUANELLA LUIGI";8,00;"";1479,00;2,00
"26/05/2019";2473,00;"VIA";"GUANELLA LUIGI";9,00;"";1479,00;2,00
"26/05/2019";2473,00;"VIA";"GUANELLA LUIGI";11,00;"2";1479,00;2,00
"26/05/2019";2473,00;"VIA";"GUANELLA LUIGI";11,00;"4";1479,00;2,00
"26/05/2019";2473,00;"VIA";"GUANELLA LUIGI";13,00;"";1479,00;2,00
"26/05/2019";2473,00;"VIA";"GUANELLA LUIGI";14,00;"";1479,00;2,00
"26/05/2019";2473,00;"VIA";"GUANELLA LUIGI";15,00;"";1479,00;2,00
"26/05/2019";2473,00;"VIA";"GUANELLA LUIGI";16,00;"";1479,00;2,00
"26/05/2019";2473,00;"VIA";"GUANELLA LUIGI";17,00;"";1479,00;2,00
"26/05/2019";2473,00;"VIA";"GUANELLA LUIGI";19,00;"";1479,00;2,00
"26/05/2019";2473,00;"VIA";"GUANELLA LUIGI";20,00;"";1479,00;2,00
"26/05/2019";2473,00;"VIA";"GUANELLA LUIGI";21,00;"";1479,00;2,00
"26/05/2019";2473,00;"VIA";"GUANELLA LUIGI";23,00;"";1479,00;2,00
"26/05/2019";2473,00;"VIA";"GUANELLA LUIGI";24,00;"";1479,00;2,00
"26/05/2019";2473,00;"VIA";"GUANELLA LUIGI";26,00;"";1479,00;2,00
"26/05/2019";2473,00;"VIA";"GUANELLA LUIGI";27,00;"";1479,00;2,00
"26/05/2019";2473,00;"VIA";"GUANELLA LUIGI";28,00;"";1479,00;2,00
"26/05/2019";2473,00;"VIA";"GUANELLA LUIGI";29,00;"";1479,00;2,00
"26/05/2019";2473,00;"VIA";"GUANELLA LUIGI";30,00;"";1479,00;2,00
"26/05/2019";2473,00;"VIA";"GUANELLA LUIGI";31,00;"";1479,00;2,00
"26/05/2019";2473,00;"VIA";"GUANELLA LUIGI";34,00;"";1479,00;2,00
"26/05/2019";2473,00;"VIA";"GUANELLA LUIGI";36,00;"";1479,00;2,00
"26/05/2019";2473,00;"VIA";"GUANELLA LUIGI";40,00;"";1479,00;2,00
"26/05/2019";2473,00;"VIA";"GUANELLA LUIGI";42,00;"";1479,00;2,00
"26/05/2019";2473,00;"VIA";"GUANELLA LUIGI";44,00;"";1479,00;2,00
"26/05/2019";3312,00;"PZA";"GUARDI FRANCESCO";1,00;"";853,00;3,00
"26/05/2019";3312,00;"PZA";"GUARDI FRANCESCO";4,00;"";853,00;3,00
"26/05/2019";3312,00;"PZA";"GUARDI FRANCESCO";11,00;"";853,00;3,00
"26/05/2019";3312,00;"PZA";"GUARDI FRANCESCO";15,00;"";853,00;3,00
"26/05/2019";3312,00;"PZA";"GUARDI FRANCESCO";16,00;"";853,00;3,00
"26/05/2019";1411,00;"VIA";"GUARINI MATTEUCCI";1,00;"";1931,00;9,00
"26/05/2019";3353,00;"VIA";"GUARINO VERONESE";2,00;"";904,00;4,00
"26/05/2019";3353,00;"VIA";"GUARINO VERONESE";4,00;"";904,00;4,00
"26/05/2019";3353,00;"VIA";"GUARINO VERONESE";6,00;"";904,00;4,00
"26/05/2019";3353,00;"VIA";"GUARINO VERONESE";7,00;"";904,00;4,00
"26/05/2019";3353,00;"VIA";"GUARINO VERONESE";9,00;"";904,00;4,00
"26/05/2019";3353,00;"VIA";"GUARINO VERONESE";10,00;"";904,00;4,00
"26/05/2019";4300,00;"VIA";"GUARNERI";11,00;"";181,00;5,00
"26/05/2019";4300,00;"VIA";"GUARNERI";12,00;"";181,00;5,00
"26/05/2019";4300,00;"VIA";"GUARNERI";14,00;"";181,00;5,00
"26/05/2019";4300,00;"VIA";"GUARNERI";16,00;"";961,00;5,00
"26/05/2019";4300,00;"VIA";"GUARNERI";19,00;"";961,00;5,00
"26/05/2019";4300,00;"VIA";"GUARNERI";21,00;"";961,00;5,00
"26/05/2019";4300,00;"VIA";"GUARNERI";24,00;"";961,00;5,00
"26/05/2019";6726,00;"VIA";"GUASCONA";40,00;"";1087,00;7,00
"26/05/2019";6726,00;"VIA";"GUASCONA";41,00;"";1087,00;7,00
"26/05/2019";6726,00;"VIA";"GUASCONA";42,00;"";1087,00;7,00
"26/05/2019";6726,00;"VIA";"GUASCONA";48,00;"";1087,00;7,00
"26/05/2019";6726,00;"VIA";"GUASCONA";60,00;"";1087,00;7,00
"26/05/2019";3011,00;"VIA";"GUASTALLA";1,00;"";164,00;1,00
"26/05/2019";3015,00;"STO";"GUASTALLA";1,00;"";99,00;1,00
"26/05/2019";3011,00;"VIA";"GUASTALLA";2,00;"";164,00;1,00
"26/05/2019";3015,00;"STO";"GUASTALLA";3,00;"";99,00;1,00
"26/05/2019";3011,00;"VIA";"GUASTALLA";3,00;"";164,00;1,00
"26/05/2019";3015,00;"STO";"GUASTALLA";5,00;"";99,00;1,00
"26/05/2019";3011,00;"VIA";"GUASTALLA";5,00;"";164,00;1,00
"26/05/2019";3011,00;"VIA";"GUASTALLA";6,00;"";164,00;1,00
"26/05/2019";3015,00;"STO";"GUASTALLA";7,00;"";99,00;1,00
"26/05/2019";3011,00;"VIA";"GUASTALLA";8,00;"";164,00;1,00
"26/05/2019";3011,00;"VIA";"GUASTALLA";9,00;"";164,00;1,00
"26/05/2019";3015,00;"STO";"GUASTALLA";10,00;"";99,00;1,00
"26/05/2019";3015,00;"STO";"GUASTALLA";11,00;"";99,00;1,00
"26/05/2019";3011,00;"VIA";"GUASTALLA";13,00;"";164,00;1,00
"26/05/2019";3015,00;"STO";"GUASTALLA";15,00;"";99,00;1,00
"26/05/2019";3011,00;"VIA";"GUASTALLA";15,00;"";164,00;1,00
"26/05/2019";3015,00;"STO";"GUASTALLA";15,00;"A";99,00;1,00
"26/05/2019";3011,00;"VIA";"GUASTALLA";15,00;"A";164,00;1,00
"26/05/2019";3011,00;"VIA";"GUASTALLA";19,00;"";164,00;1,00
"26/05/2019";4029,00;"VIA";"GUBBIO";2,00;"";1613,00;1,00
"26/05/2019";4029,00;"VIA";"GUBBIO";10,00;"";1613,00;1,00
"26/05/2019";7124,00;"VIA";"GUERCINO";1,00;"";499,00;1,00
"26/05/2019";7124,00;"VIA";"GUERCINO";2,00;"";499,00;1,00
"26/05/2019";7124,00;"VIA";"GUERCINO";3,00;"";499,00;1,00
"26/05/2019";7124,00;"VIA";"GUERCINO";5,00;"";499,00;1,00
"26/05/2019";7124,00;"VIA";"GUERCINO";6,00;"";499,00;1,00
"26/05/2019";7124,00;"VIA";"GUERCINO";7,00;"";499,00;1,00
"26/05/2019";7124,00;"VIA";"GUERCINO";8,00;"";499,00;1,00
"26/05/2019";7124,00;"VIA";"GUERCINO";9,00;"";499,00;1,00
"26/05/2019";7124,00;"VIA";"GUERCINO";10,00;"";499,00;1,00
"26/05/2019";7141,00;"VIA";"GUERRAZZI FRANC";1,00;"";418,00;1,00
"26/05/2019";7141,00;"VIA";"GUERRAZZI FRANC";2,00;"";418,00;1,00
"26/05/2019";7141,00;"VIA";"GUERRAZZI FRANC";3,00;"";418,00;1,00
